@relation commons-csv_rel-commons-csv-1.2
@attribute NumberOfFields real
@attribute NumberOfPublicFields real
@attribute NumberOfPublicMethods_Designite real
@attribute NumberOfChildren real
@attribute DepthOfInheritance real
@attribute LOCClass real
@attribute LCOM real
@attribute FANIN real
@attribute FANOUT real
@attribute TotalNumberOfOperators real
@attribute NumberOfDistinctOperators real
@attribute TotalNumberOfOperands real
@attribute NumberOfDistinctOperands real
@attribute Length real
@attribute Vocabulary real
@attribute Volume real
@attribute Difficulty real
@attribute Effort real
@attribute CBO real
@attribute WMC_CK real
@attribute RFC real
@attribute LOCMethod_CK real
@attribute Returns real
@attribute NumberOfVariables real
@attribute NumberOfParameters_CK real
@attribute NumberOfLoops real
@attribute NumberOfComparisons real
@attribute NumberOfTryCatch real
@attribute NumberOfParenthesizedExps real
@attribute NumberOfStringLiterals real
@attribute NumberOfNumbers real
@attribute NumberOfAssignments real
@attribute NumberOfMathOperations real
@attribute MaxNumberOfNestedBlocks real
@attribute NumberOfAnonymousClasses real
@attribute NumberOfInnerClasses real
@attribute NumberOfLambdas real
@attribute NumberOfUniqueWords real
@attribute NumberOfModifiers real
@attribute NumberOfLogStatements real
@attribute Bugged real
@data
0.111,0.0,0.388,0.0,0.0,0.523,0.627,0.148,0.595,0.304,0.833,0.33,0.58,0.313,0.622,0.299,0.581,0.19,0.344,0.692,0.389,0.499,0.101,0.323,0.453,0.542,0.282,0.031,0.298,0.133,0.064,0.294,0.219,0.66,0.0,0.0,0.0,0.802,0.123,0.0,1.0
0.398,0.0,0.242,0.0,0.0,0.404,0.606,0.399,0.854,0.16,0.999,0.16,0.478,0.16,0.543,0.147,0.409,0.066,0.41,0.483,0.183,0.4,0.573,0.126,0.566,0.125,0.341,0.04,0.242,0.121,0.021,0.131,0.078,0.33,0.079,0.0,0.0,0.925,0.418,0.0,1.0
0.351,0.0,0.21,0.0,0.0,0.243,0.612,0.335,0.02,0.071,0.756,0.084,0.289,0.076,0.338,0.066,0.265,0.021,0.07,0.363,0.153,0.209,0.663,0.037,0.282,0.048,0.238,0.138,0.006,0.065,0.0,0.025,0.024,0.136,0.002,0.0,0.0,0.535,0.103,0.0,1.0
0.245,0.0,0.201,0.0,0.0,0.345,0.578,0.263,0.225,0.124,0.832,0.131,0.326,0.127,0.382,0.111,0.408,0.056,0.16,0.672,0.252,0.403,0.386,0.135,0.493,0.45,0.354,0.067,0.243,0.037,0.032,0.147,0.111,0.587,0.0,0.0,0.0,0.775,0.107,0.0,1.0
0.25,0.0,0.213,0.0,0.0,0.426,0.57,0.28,0.6,0.168,0.944,0.169,0.409,0.169,0.473,0.151,0.488,0.079,0.314,0.764,0.279,0.509,0.31,0.185,0.64,0.537,0.413,0.016,0.374,0.057,0.045,0.208,0.145,0.73,0.032,0.0,0.0,0.97,0.239,0.0,1.0
0.398,0.0,0.24,0.0,0.0,0.396,0.607,0.397,0.817,0.156,0.988,0.157,0.469,0.156,0.534,0.143,0.401,0.063,0.395,0.474,0.18,0.389,0.58,0.121,0.551,0.117,0.335,0.045,0.23,0.119,0.02,0.125,0.075,0.317,0.076,0.0,0.0,0.906,0.405,0.0,1.0
0.155,0.0,0.194,0.0,0.0,0.436,0.548,0.203,0.417,0.171,0.902,0.173,0.361,0.172,0.423,0.152,0.534,0.087,0.244,0.939,0.338,0.573,0.147,0.22,0.679,0.795,0.455,0.004,0.451,0.014,0.06,0.254,0.186,0.977,0.0,0.0,0.0,0.988,0.117,0.0,1.0
0.303,0.0,0.206,0.0,0.0,0.286,0.597,0.302,0.1,0.094,0.786,0.104,0.303,0.097,0.355,0.085,0.327,0.036,0.105,0.499,0.196,0.293,0.541,0.079,0.372,0.225,0.288,0.107,0.108,0.052,0.014,0.078,0.062,0.334,0.0,0.0,0.0,0.636,0.101,0.0,1.0
0.377,0.0,0.238,0.0,0.0,0.407,0.601,0.382,0.818,0.161,0.992,0.162,0.468,0.161,0.533,0.148,0.42,0.068,0.397,0.522,0.196,0.415,0.536,0.134,0.576,0.183,0.351,0.036,0.261,0.112,0.024,0.142,0.088,0.387,0.073,0.0,0.0,0.931,0.393,0.0,1.0
0.274,0.0,0.204,0.0,0.0,0.316,0.587,0.282,0.164,0.109,0.81,0.118,0.314,0.112,0.368,0.098,0.368,0.046,0.133,0.587,0.225,0.349,0.462,0.107,0.433,0.34,0.322,0.087,0.177,0.045,0.023,0.113,0.087,0.463,0.0,0.0,0.0,0.707,0.104,0.0,1.0
0.246,0.0,0.212,0.0,0.0,0.427,0.569,0.276,0.592,0.169,0.942,0.17,0.407,0.169,0.471,0.151,0.49,0.08,0.311,0.772,0.282,0.512,0.302,0.187,0.642,0.549,0.415,0.015,0.378,0.055,0.046,0.21,0.147,0.742,0.031,0.0,0.0,0.971,0.234,0.0,1.0
0.164,0.017,0.204,0.0,0.0,0.45,0.548,0.213,0.424,0.177,0.907,0.179,0.367,0.178,0.429,0.157,0.545,0.092,0.247,0.946,0.339,0.577,0.144,0.222,0.684,0.802,0.46,0.0,0.461,0.013,0.061,0.257,0.191,0.986,0.0,0.0,0.0,0.996,0.119,0.0,1.0
