@relation myfaces-tobago_tobago-1.0.11
@attribute NumberOfFields real
@attribute NumberOfPublicFields real
@attribute NumberOfPublicMethods_Designite real
@attribute NumberOfChildren real
@attribute DepthOfInheritance real
@attribute LOCClass real
@attribute LCOM real
@attribute FANIN real
@attribute FANOUT real
@attribute TotalNumberOfOperators real
@attribute NumberOfDistinctOperators real
@attribute TotalNumberOfOperands real
@attribute NumberOfDistinctOperands real
@attribute Length real
@attribute Vocabulary real
@attribute Volume real
@attribute Difficulty real
@attribute Effort real
@attribute CBO real
@attribute WMC_CK real
@attribute RFC real
@attribute LOCMethod_CK real
@attribute Returns real
@attribute NumberOfVariables real
@attribute NumberOfParameters_CK real
@attribute NumberOfLoops real
@attribute NumberOfComparisons real
@attribute NumberOfTryCatch real
@attribute NumberOfParenthesizedExps real
@attribute NumberOfStringLiterals real
@attribute NumberOfNumbers real
@attribute NumberOfAssignments real
@attribute NumberOfMathOperations real
@attribute MaxNumberOfNestedBlocks real
@attribute NumberOfAnonymousClasses real
@attribute NumberOfInnerClasses real
@attribute NumberOfLambdas real
@attribute NumberOfUniqueWords real
@attribute NumberOfModifiers real
@attribute NumberOfLogStatements real
@attribute Bugged real
@data
0.005,0.0,0.026,0.0,0.0,0.03,0.5,0.006,0.036,0.037,0.415,0.044,0.11,0.04,0.131,0.029,0.146,0.005,0.455,0.375,0.433,0.324,0.0,0.333,0.455,0.25,0.188,0.0,0.0,0.045,0.028,0.263,0.083,0.75,0.0,0.0,0.0,0.627,0.003,0.0,1.0
0.01,0.005,0.038,0.0,0.0,0.019,0.5,0.012,0.107,0.022,0.317,0.027,0.059,0.024,0.076,0.016,0.129,0.003,0.364,0.125,0.067,0.077,0.143,0.0,0.568,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.186,0.003,0.0,-1.0
0.005,0.0,0.026,0.0,0.0,0.007,0.5,0.0,0.036,0.022,0.317,0.027,0.059,0.024,0.076,0.016,0.129,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.016,0.0,0.026,0.0,0.0,0.055,0.5,0.006,0.071,0.055,0.463,0.059,0.108,0.057,0.132,0.041,0.223,0.011,0.182,0.25,0.133,0.225,0.0,0.0,0.227,0.0,0.188,0.5,0.0,0.134,0.0,0.158,0.0,0.5,0.0,0.0,0.0,0.294,0.003,0.0,-1.0
0.016,0.005,0.038,0.0,0.0,0.02,0.5,0.019,0.107,0.026,0.366,0.03,0.063,0.028,0.083,0.019,0.153,0.003,0.364,0.125,0.067,0.077,0.143,0.0,0.568,0.0,0.0,0.0,0.083,0.022,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.225,0.003,0.0,-1.0
0.005,0.0,0.026,0.0,0.0,0.007,0.5,0.0,0.036,0.026,0.366,0.03,0.063,0.028,0.083,0.019,0.153,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.013,0.0,0.0,0.03,0.0,0.0,0.179,0.039,0.293,0.045,0.082,0.042,0.096,0.029,0.151,0.005,0.182,0.125,0.067,0.063,0.0,0.0,0.455,0.0,0.094,0.0,0.083,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.265,0.007,0.0,-1.0
0.031,0.005,0.09,0.0,0.0,0.057,0.5,0.012,0.107,0.052,0.39,0.056,0.087,0.054,0.108,0.037,0.225,0.01,0.455,0.219,0.1,0.162,0.286,0.033,0.568,0.0,0.094,0.0,0.083,0.045,0.0,0.053,0.0,0.375,0.0,0.0,0.0,0.284,0.003,0.0,-1.0
0.016,0.0,0.026,0.0,0.0,0.012,0.5,0.0,0.0,0.052,0.39,0.056,0.087,0.054,0.108,0.037,0.225,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.005,0.0,0.026,0.0,0.0,0.008,0.5,0.0,0.071,0.052,0.39,0.056,0.087,0.054,0.108,0.037,0.225,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.005,0.0,0.026,0.0,0.0,0.008,0.5,0.0,0.071,0.052,0.39,0.056,0.087,0.054,0.108,0.037,0.225,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.016,0.0,0.026,0.0,0.0,0.045,0.5,0.006,0.071,0.062,0.463,0.066,0.117,0.064,0.141,0.046,0.23,0.012,0.091,0.062,0.033,0.07,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.09,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.137,0.003,0.0,-1.0
0.021,0.0,0.026,0.0,0.0,0.069,0.5,0.0,0.036,0.079,0.585,0.074,0.159,0.077,0.189,0.059,0.235,0.016,0.455,0.438,0.367,0.31,0.286,0.2,0.909,0.0,0.188,0.5,0.333,0.134,0.0,0.211,0.0,0.75,0.0,0.0,0.0,0.412,0.003,0.4,-1.0
0.01,0.0,0.038,0.0,0.0,0.015,0.5,0.0,0.0,0.015,0.293,0.016,0.038,0.015,0.055,0.01,0.103,0.001,0.091,0.094,0.05,0.063,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.022,0.0,0.026,0.0,0.125,0.0,0.0,0.0,0.069,0.003,0.1,-1.0
0.01,0.0,0.462,0.0,0.0,0.12,0.5,0.0,0.0,0.094,0.366,0.099,0.159,0.096,0.174,0.073,0.215,0.018,0.062,0.062,0.033,0.042,0.087,0.0,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.003,0.0,-1.0
0.005,0.005,0.013,0.0,0.0,0.007,0.5,0.0,0.0,0.011,0.244,0.011,0.035,0.011,0.048,0.007,0.062,0.001,0.091,0.125,0.133,0.085,0.286,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.157,0.003,0.0,-1.0
0.005,0.005,0.013,0.0,0.0,0.007,0.5,0.0,0.0,0.011,0.244,0.011,0.035,0.011,0.048,0.007,0.062,0.001,0.091,0.125,0.133,0.085,0.286,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.157,0.003,0.0,-1.0
0.005,0.005,0.013,0.0,0.0,0.007,0.5,0.0,0.0,0.011,0.244,0.011,0.035,0.011,0.048,0.007,0.062,0.001,0.091,0.125,0.133,0.085,0.286,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.157,0.003,0.0,-1.0
0.016,0.0,0.128,0.0,0.0,0.13,0.585,0.0,0.0,0.122,0.78,0.111,0.183,0.118,0.225,0.093,0.4,0.041,0.191,0.212,0.12,0.161,0.257,0.087,0.227,0.025,0.15,0.05,0.083,0.04,0.025,0.105,0.042,0.3,0.0,0.0,0.0,0.21,0.003,0.1,-1.0
0.005,0.005,0.013,0.0,0.0,0.007,0.5,0.0,0.0,0.011,0.244,0.011,0.035,0.011,0.048,0.007,0.062,0.001,0.091,0.125,0.133,0.085,0.286,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.157,0.003,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.006,0.0,0.003,0.073,0.006,0.023,0.004,0.025,0.002,0.02,0.0,0.091,0.062,0.0,0.014,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.003,0.098,0.007,0.024,0.005,0.028,0.003,0.026,0.0,0.182,0.062,0.0,0.014,0.0,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.0,0.0,-1.0
0.031,0.026,0.051,0.0,0.0,0.124,0.7,0.044,0.214,0.153,0.634,0.156,0.304,0.154,0.329,0.131,0.287,0.042,0.436,0.225,0.473,0.304,0.171,0.32,0.273,0.0,0.113,0.2,0.0,0.188,0.028,0.263,0.083,0.4,0.0,0.0,0.0,0.612,0.007,0.24,-1.0
0.021,0.016,0.013,0.0,0.0,0.12,0.5,0.019,0.286,0.165,0.659,0.179,0.326,0.171,0.353,0.146,0.318,0.052,0.465,0.194,0.374,0.224,0.047,0.259,0.682,0.14,0.021,0.0,0.018,0.124,0.049,0.222,0.074,0.195,0.0,0.0,0.0,0.434,0.005,0.088,1.0
0.01,0.005,0.115,0.0,0.0,0.117,0.78,0.106,0.143,0.128,0.61,0.114,0.202,0.123,0.232,0.098,0.301,0.033,0.265,0.228,0.164,0.161,0.079,0.085,0.434,0.138,0.221,0.0,0.06,0.065,0.0,0.076,0.03,0.388,0.0,0.0,0.0,0.291,0.024,0.11,-1.0
0.016,0.0,0.051,0.0,0.0,0.033,0.5,0.0,0.0,0.037,0.39,0.047,0.106,0.041,0.126,0.029,0.152,0.005,0.243,0.104,0.144,0.117,0.047,0.178,0.152,0.0,0.062,0.165,0.055,0.015,0.0,0.158,0.028,0.082,0.0,0.0,0.0,0.261,0.003,0.066,1.0
0.016,0.005,0.115,0.033,0.0,0.067,0.5,0.0,0.143,0.072,0.439,0.083,0.145,0.076,0.166,0.057,0.227,0.015,0.192,0.104,0.115,0.088,0.096,0.029,0.38,0.0,0.021,0.0,0.037,0.03,0.003,0.035,0.018,0.14,0.0,0.0,0.0,0.183,0.003,0.112,-1.0
0.005,0.0,0.026,0.0,0.2,0.044,1.0,0.0,0.143,0.057,0.488,0.059,0.129,0.058,0.154,0.043,0.196,0.01,0.091,0.062,0.0,0.042,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.003,0.0,-1.0
0.005,0.0,0.013,0.0,0.0,0.029,0.5,0.006,0.0,0.037,0.415,0.035,0.089,0.036,0.111,0.026,0.143,0.004,0.636,0.25,0.433,0.366,0.0,0.2,0.455,0.0,0.0,0.5,0.0,0.313,0.0,0.158,0.25,0.5,0.0,0.0,0.0,0.49,0.024,0.8,-1.0
0.01,0.0,0.051,0.0,0.0,0.05,0.5,0.0,0.0,0.054,0.512,0.042,0.089,0.05,0.118,0.035,0.207,0.008,0.03,0.167,0.133,0.113,0.096,0.022,0.227,0.0,0.062,0.0,0.0,0.134,0.0,0.017,0.083,0.332,0.0,0.0,0.0,0.085,0.003,0.266,-1.0
0.036,0.005,0.205,0.067,0.2,0.114,0.625,0.106,0.143,0.101,0.439,0.093,0.161,0.097,0.18,0.074,0.23,0.019,0.103,0.098,0.065,0.088,0.116,0.025,0.17,0.0,0.083,0.0,0.032,0.0,0.022,0.073,0.0,0.095,0.0,0.0,0.0,0.185,0.003,0.0,-1.0
0.005,0.005,0.0,0.0,0.2,0.001,0.0,0.006,0.0,0.002,0.098,0.003,0.01,0.002,0.015,0.001,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.01,0.0,0.077,0.0,0.2,0.041,0.5,0.006,0.036,0.034,0.39,0.031,0.066,0.033,0.088,0.022,0.156,0.004,0.061,0.094,0.039,0.087,0.143,0.033,0.189,0.0,0.094,0.0,0.0,0.0,0.032,0.088,0.0,0.082,0.0,0.0,0.0,0.144,0.003,0.0,-1.0
0.0,0.0,0.0,0.033,0.0,0.001,0.0,0.0,0.0,0.0,0.049,0.001,0.005,0.001,0.007,0.0,0.007,0.0,0.091,0.062,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0,0.0,-1.0
0.0,0.0,0.0,0.033,0.0,0.001,0.0,0.0,0.0,0.001,0.073,0.001,0.003,0.001,0.007,0.0,0.01,0.0,0.0,0.062,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,-1.0
0.005,0.0,0.026,0.0,0.0,0.085,1.0,0.0,0.071,0.076,0.585,0.067,0.117,0.072,0.149,0.053,0.286,0.017,0.227,0.656,0.267,0.556,0.143,0.167,0.341,0.0,0.094,0.0,0.083,0.157,0.181,0.553,0.417,0.5,0.0,0.0,0.0,0.373,0.003,0.3,-1.0
0.01,0.0,0.051,0.0,0.0,0.107,0.645,0.0,0.179,0.116,0.756,0.119,0.236,0.117,0.273,0.096,0.327,0.035,0.273,0.277,0.2,0.199,0.143,0.124,0.227,0.035,0.107,0.07,0.048,0.07,0.02,0.151,0.083,0.322,0.0,0.0,0.0,0.322,0.004,0.172,1.0
0.005,0.005,0.0,0.0,0.4,0.001,0.0,0.006,0.0,0.003,0.098,0.004,0.016,0.003,0.02,0.002,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.021,0.01,0.038,0.0,0.2,0.024,1.0,0.012,0.071,0.036,0.317,0.039,0.075,0.037,0.091,0.025,0.151,0.005,0.121,0.104,0.067,0.089,0.096,0.0,0.152,0.082,0.062,0.0,0.222,0.015,0.0,0.017,0.0,0.168,0.0,0.0,0.0,0.301,0.038,0.0,-1.0
0.01,0.005,0.051,0.033,0.0,0.053,0.875,0.031,0.036,0.047,0.366,0.042,0.075,0.045,0.094,0.03,0.18,0.006,0.273,0.219,0.233,0.169,0.0,0.1,0.227,0.375,0.0,0.0,0.0,0.022,0.0,0.079,0.042,0.375,0.0,0.0,0.0,0.319,0.003,0.1,-1.0
0.01,0.005,0.026,0.0,0.0,0.014,0.5,0.012,0.0,0.015,0.366,0.015,0.038,0.015,0.06,0.01,0.117,0.001,0.091,0.062,0.033,0.077,0.071,0.067,0.341,0.0,0.0,0.0,0.0,0.0,0.069,0.132,0.0,0.0,0.0,0.0,0.0,0.157,0.003,0.0,-1.0
0.01,0.005,0.013,0.0,0.4,0.02,0.5,0.012,0.036,0.027,0.341,0.029,0.079,0.028,0.096,0.019,0.112,0.003,0.182,0.312,0.333,0.239,0.0,0.133,0.227,0.25,0.0,0.0,0.0,0.134,0.0,0.158,0.083,0.75,0.0,0.0,0.0,0.333,0.003,0.2,-1.0
0.005,0.005,0.0,0.0,0.2,0.001,0.0,0.012,0.0,0.002,0.098,0.003,0.01,0.002,0.015,0.001,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
