@relation knox_v0.6.0-release
@attribute NumberOfFields real
@attribute NumberOfPublicFields real
@attribute NumberOfPublicMethods_Designite real
@attribute NumberOfChildren real
@attribute DepthOfInheritance real
@attribute LOCClass real
@attribute LCOM real
@attribute FANIN real
@attribute FANOUT real
@attribute TotalNumberOfOperators real
@attribute NumberOfDistinctOperators real
@attribute TotalNumberOfOperands real
@attribute NumberOfDistinctOperands real
@attribute Length real
@attribute Vocabulary real
@attribute Volume real
@attribute Difficulty real
@attribute Effort real
@attribute CBO real
@attribute WMC_CK real
@attribute RFC real
@attribute LOCMethod_CK real
@attribute Returns real
@attribute NumberOfVariables real
@attribute NumberOfParameters_CK real
@attribute NumberOfLoops real
@attribute NumberOfComparisons real
@attribute NumberOfTryCatch real
@attribute NumberOfParenthesizedExps real
@attribute NumberOfStringLiterals real
@attribute NumberOfNumbers real
@attribute NumberOfAssignments real
@attribute NumberOfMathOperations real
@attribute MaxNumberOfNestedBlocks real
@attribute NumberOfAnonymousClasses real
@attribute NumberOfInnerClasses real
@attribute NumberOfLambdas real
@attribute NumberOfUniqueWords real
@attribute NumberOfModifiers real
@attribute NumberOfLogStatements real
@attribute Bugged real
@data
0.02,0.0,0.012,0.0,0.0,0.005,0.5,0.0,0.0,0.196,0.673,0.226,0.484,0.206,0.497,0.195,0.29,0.067,0.0,0.091,0.03,0.048,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,1.0
0.176,0.1,0.157,0.0,0.0,0.104,0.595,0.029,0.833,0.067,0.551,0.084,0.177,0.073,0.203,0.059,0.239,0.017,0.164,0.263,0.081,0.199,0.126,0.052,0.15,0.0,0.185,0.14,0.055,0.007,0.0,0.091,0.013,0.278,0.0,0.0,0.0,0.155,0.012,0.112,-1.0
0.02,0.0,0.048,0.0,0.0,0.014,0.5,0.014,0.0,0.067,0.551,0.084,0.177,0.073,0.203,0.059,0.239,0.017,0.017,0.091,0.03,0.048,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.001,0.0,-1.0
0.098,0.0,0.06,0.0,0.0,0.084,0.75,0.0,0.722,0.101,0.429,0.137,0.253,0.114,0.265,0.097,0.224,0.026,0.244,0.125,0.277,0.224,0.037,0.184,0.24,0.0,0.042,0.032,0.0,0.017,0.01,0.142,0.029,0.062,0.0,0.0,0.0,0.277,0.001,0.0,1.0
0.02,0.05,0.06,0.0,0.0,0.048,0.915,0.0,0.222,0.044,0.286,0.058,0.118,0.049,0.13,0.037,0.138,0.006,0.246,0.091,0.197,0.163,0.0,0.157,0.096,0.0,0.0,0.0,0.0,0.061,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.171,0.001,0.0,-1.0
0.02,0.05,0.0,0.0,0.0,0.003,0.5,0.014,0.056,0.044,0.286,0.058,0.118,0.049,0.13,0.037,0.138,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.012,0.0,0.0,0.018,0.0,0.0,0.056,0.026,0.204,0.031,0.089,0.027,0.097,0.02,0.072,0.002,0.421,0.091,0.697,0.4,0.0,0.412,0.0,0.0,0.0,0.0,0.0,0.265,0.0,0.318,0.0,0.0,0.0,0.0,0.0,0.391,0.001,0.0,-1.0
0.0,0.0,0.181,0.0,0.0,0.079,0.0,0.0,0.111,0.081,0.367,0.09,0.151,0.085,0.166,0.066,0.213,0.017,0.191,0.091,0.171,0.106,0.017,0.103,0.012,0.0,0.0,0.0,0.095,0.066,0.013,0.082,0.052,0.0,0.0,0.0,0.0,0.246,0.001,0.0,-1.0
0.0,0.0,0.024,0.0,0.0,0.016,0.0,0.0,0.0,0.026,0.265,0.037,0.107,0.03,0.118,0.022,0.09,0.003,0.193,0.091,0.111,0.117,0.0,0.118,0.063,0.0,0.0,0.0,0.0,0.155,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.217,0.001,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.057,0.0,0.019,0.184,0.033,0.098,0.024,0.104,0.018,0.064,0.002,0.073,0.091,0.0,0.016,0.0,0.0,0.337,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.014,0.0,0.003,0.102,0.006,0.026,0.004,0.031,0.003,0.022,0.0,0.053,0.091,0.0,0.016,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,1.0
0.157,0.3,0.12,0.0,0.0,0.064,0.5,0.014,0.333,0.066,0.449,0.077,0.238,0.07,0.252,0.059,0.136,0.01,0.088,0.098,0.149,0.108,0.143,0.088,0.048,0.0,0.0,0.02,0.0,0.191,0.01,0.091,0.098,0.02,0.0,0.0,0.0,0.167,0.008,0.034,1.0
0.176,0.35,0.193,0.0,0.0,0.151,0.55,0.014,0.667,0.085,0.469,0.102,0.275,0.091,0.289,0.079,0.163,0.016,0.108,0.1,0.267,0.16,0.114,0.185,0.029,0.0,0.0,0.025,0.0,0.389,0.006,0.157,0.124,0.025,0.0,0.0,0.0,0.231,0.005,0.02,1.0
0.137,0.05,0.47,0.0,0.0,0.82,0.52,0.014,0.278,1.0,0.653,1.0,0.72,1.0,0.715,1.0,0.864,1.0,0.234,0.207,0.542,0.326,0.02,0.259,0.148,0.039,0.035,0.0,0.062,1.0,0.092,0.315,0.504,0.11,0.0,0.0,0.0,0.364,0.002,0.024,1.0
0.216,0.4,0.145,0.0,0.0,0.127,0.555,0.014,0.389,0.068,0.449,0.085,0.254,0.074,0.268,0.063,0.14,0.011,0.081,0.145,0.169,0.148,0.134,0.104,0.192,0.15,0.02,0.015,0.015,0.158,0.074,0.118,0.096,0.102,0.0,0.0,0.0,0.188,0.005,0.024,1.0
0.02,0.0,0.012,0.0,0.0,0.005,0.5,0.014,0.0,0.068,0.449,0.085,0.254,0.074,0.268,0.063,0.14,0.011,0.0,0.091,0.03,0.048,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,1.0
0.255,0.35,0.482,0.0,0.0,0.286,0.5,0.029,0.389,0.441,0.673,0.465,0.558,0.45,0.566,0.434,0.527,0.267,0.164,0.182,0.367,0.137,0.197,0.094,0.64,0.03,0.045,0.018,0.082,0.269,0.01,0.088,0.193,0.122,0.0,0.0,0.0,0.249,0.001,0.054,1.0
0.098,0.0,0.0,0.0,0.0,0.009,0.5,0.129,0.056,0.441,0.673,0.465,0.558,0.45,0.566,0.434,0.527,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.176,0.35,0.133,0.0,0.0,0.081,0.575,0.014,0.444,0.117,0.49,0.129,0.293,0.121,0.307,0.106,0.203,0.026,0.093,0.105,0.168,0.123,0.154,0.113,0.073,0.0,0.0,0.038,0.0,0.369,0.013,0.115,0.1,0.02,0.0,0.0,0.0,0.183,0.007,0.03,1.0
0.176,0.35,0.133,0.0,0.0,0.081,0.575,0.014,0.444,0.117,0.469,0.128,0.293,0.121,0.306,0.106,0.195,0.025,0.093,0.105,0.168,0.123,0.154,0.113,0.073,0.0,0.0,0.038,0.0,0.369,0.013,0.115,0.1,0.02,0.0,0.0,0.0,0.182,0.007,0.03,1.0
0.176,0.35,0.108,0.0,0.0,0.068,0.5,0.014,0.389,0.07,0.449,0.083,0.251,0.075,0.265,0.064,0.14,0.011,0.101,0.099,0.187,0.124,0.157,0.096,0.052,0.0,0.0,0.022,0.0,0.223,0.011,0.103,0.107,0.022,0.0,0.0,0.0,0.18,0.008,0.036,1.0
0.176,0.35,0.12,0.0,0.0,0.064,0.585,0.014,0.333,0.067,0.449,0.079,0.238,0.071,0.252,0.06,0.14,0.01,0.088,0.098,0.152,0.107,0.143,0.088,0.048,0.0,0.0,0.02,0.0,0.193,0.01,0.091,0.098,0.02,0.0,0.0,0.0,0.166,0.008,0.034,1.0
0.196,0.0,0.337,0.0,0.0,0.069,0.82,0.157,0.0,0.034,0.388,0.035,0.104,0.034,0.124,0.026,0.118,0.004,0.002,0.091,0.003,0.049,0.254,0.002,0.021,0.0,0.0,0.0,0.0,0.008,0.0,0.006,0.016,0.0,0.0,0.0,0.0,0.073,0.001,0.0,1.0
0.176,0.35,0.133,0.0,0.0,0.081,0.575,0.014,0.444,0.131,0.49,0.14,0.301,0.134,0.314,0.118,0.216,0.031,0.093,0.105,0.168,0.123,0.154,0.113,0.073,0.0,0.0,0.038,0.0,0.42,0.013,0.115,0.1,0.02,0.0,0.0,0.0,0.183,0.007,0.03,1.0
0.0,0.0,0.012,0.0,0.0,0.002,0.0,0.0,0.0,0.004,0.143,0.007,0.029,0.005,0.037,0.003,0.032,0.0,0.105,0.091,0.0,0.048,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.001,0.0,-1.0
0.0,0.0,0.024,0.0,0.0,0.009,0.0,0.0,0.0,0.004,0.204,0.004,0.012,0.004,0.025,0.002,0.049,0.0,0.0,0.091,0.0,0.048,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.002,0.0,-1.0
0.0,0.0,0.036,0.0,0.0,0.006,0.0,0.0,0.222,0.01,0.204,0.015,0.042,0.012,0.054,0.008,0.067,0.001,0.141,0.091,0.071,0.048,0.191,0.0,0.321,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.001,0.0,-1.0
0.0,0.0,0.036,0.0,0.0,0.011,0.0,0.0,0.167,0.007,0.184,0.011,0.036,0.009,0.046,0.006,0.054,0.0,0.088,0.091,0.091,0.08,0.191,0.019,0.129,0.0,0.0,0.0,0.0,0.055,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.111,0.001,0.0,-1.0
0.0,0.0,0.036,0.0,0.0,0.006,0.0,0.0,0.0,0.006,0.163,0.011,0.041,0.008,0.049,0.005,0.04,0.0,0.07,0.091,0.03,0.043,0.0,0.0,0.256,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.001,0.0,-1.0
0.098,0.0,0.12,0.0,0.0,0.08,0.5,0.014,0.222,0.052,0.265,0.053,0.162,0.052,0.169,0.041,0.087,0.005,0.228,0.091,0.513,0.131,0.049,0.098,0.0,0.0,0.0,0.0,0.0,0.812,0.003,0.083,0.098,0.0,0.0,0.0,0.0,0.333,0.002,0.016,1.0
0.0,0.0,0.036,0.0,0.0,0.013,0.0,0.0,0.222,0.018,0.327,0.026,0.074,0.021,0.092,0.015,0.104,0.002,0.145,0.136,0.136,0.072,0.143,0.015,0.385,0.107,0.042,0.0,0.0,0.008,0.0,0.034,0.0,0.062,0.0,0.0,0.0,0.098,0.251,0.0,-1.0
0.059,0.0,0.048,0.111,0.0,0.075,0.75,0.0,0.389,0.055,0.551,0.078,0.168,0.063,0.194,0.051,0.233,0.014,0.165,0.246,0.117,0.18,0.04,0.084,0.44,0.124,0.072,0.035,0.035,0.0,0.012,0.104,0.0,0.215,0.28,0.0,0.0,0.236,0.144,0.0,1.0
0.0,0.0,0.072,0.0,0.5,0.018,0.0,0.0,0.056,0.014,0.204,0.024,0.068,0.017,0.077,0.012,0.072,0.001,0.105,0.091,0.035,0.059,0.143,0.059,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.171,0.001,0.0,-1.0
0.098,0.0,0.12,0.0,0.0,0.115,0.635,0.043,0.167,0.086,0.612,0.091,0.191,0.088,0.22,0.073,0.265,0.023,0.046,0.315,0.116,0.195,0.337,0.09,0.158,0.103,0.215,0.06,0.0,0.031,0.031,0.112,0.0,0.368,0.0,0.0,0.0,0.142,0.004,0.024,1.0
0.02,0.0,0.012,0.0,0.0,0.005,0.5,0.0,0.0,0.086,0.612,0.091,0.191,0.088,0.22,0.073,0.265,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.02,0.05,0.012,0.0,0.0,0.003,0.5,0.029,0.0,0.003,0.184,0.004,0.02,0.003,0.031,0.002,0.03,0.0,0.0,0.091,0.0,0.048,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.001,0.0,-1.0
0.02,0.0,0.048,0.0,0.0,0.016,1.0,0.014,0.278,0.018,0.327,0.028,0.079,0.021,0.096,0.015,0.106,0.002,0.053,0.159,0.038,0.084,0.143,0.044,0.192,0.0,0.083,0.0,0.0,0.0,0.041,0.057,0.0,0.062,0.0,0.0,0.0,0.072,0.001,0.0,-1.0
0.059,0.0,0.072,0.0,0.0,0.048,0.665,0.0,0.0,0.039,0.49,0.051,0.127,0.043,0.152,0.033,0.177,0.007,0.114,0.152,0.076,0.216,0.143,0.078,0.16,0.073,0.0,0.042,0.0,0.044,0.054,0.091,0.0,0.125,1.0,0.0,0.0,0.2,0.001,0.0,-1.0
0.0,0.0,0.133,0.0,0.0,0.087,0.0,0.0,0.111,0.115,0.367,0.137,0.151,0.123,0.166,0.096,0.327,0.037,0.177,0.091,0.22,0.176,0.0,0.246,0.0,0.0,0.0,0.0,0.0,0.193,0.004,0.215,0.0,0.0,0.0,0.0,0.0,0.386,0.001,0.0,-1.0
0.0,0.0,0.012,0.0,0.5,0.004,0.0,0.0,0.0,0.001,0.102,0.001,0.009,0.001,0.015,0.001,0.011,0.0,0.0,0.091,0.0,0.048,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.001,0.0,-1.0
0.059,0.0,0.024,0.111,0.0,0.012,1.0,0.0,0.111,0.015,0.224,0.022,0.062,0.017,0.073,0.012,0.076,0.001,0.035,0.091,0.071,0.069,0.191,0.039,0.129,0.0,0.0,0.0,0.0,0.011,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.184,0.002,0.0,-1.0
0.059,0.0,0.036,0.0,0.0,0.019,0.5,0.014,0.056,0.018,0.429,0.024,0.065,0.02,0.09,0.014,0.136,0.002,0.088,0.364,0.061,0.128,0.191,0.039,0.256,0.0,0.222,0.082,0.0,0.011,0.0,0.06,0.0,0.168,0.0,0.0,0.0,0.188,0.001,0.0,-1.0
0.0,0.0,0.024,0.0,0.0,0.079,0.0,0.0,0.056,0.118,0.469,0.121,0.11,0.119,0.135,0.09,0.472,0.05,0.246,0.182,0.414,0.554,0.286,0.275,0.129,0.142,0.055,0.0,0.832,0.64,0.149,0.455,0.274,0.168,0.0,0.0,0.0,0.396,0.001,0.0,-1.0
0.0,0.0,0.024,0.0,0.0,0.011,0.0,0.0,0.056,0.011,0.245,0.016,0.062,0.013,0.075,0.009,0.059,0.001,0.132,0.182,0.121,0.12,0.143,0.118,0.0,0.215,0.0,0.0,0.0,0.033,0.0,0.091,0.0,0.25,0.0,0.0,0.0,0.188,0.001,0.0,-1.0
0.118,0.0,0.157,0.0,0.0,0.094,0.785,0.014,0.5,0.033,0.327,0.058,0.163,0.042,0.175,0.033,0.112,0.005,0.169,0.142,0.209,0.162,0.094,0.098,0.063,0.094,0.037,0.0,0.0,0.129,0.009,0.106,0.013,0.14,0.22,0.0,0.0,0.204,0.002,0.022,1.0
0.02,0.0,0.06,0.0,0.0,0.026,0.9,0.014,0.111,0.033,0.327,0.058,0.163,0.042,0.175,0.033,0.112,0.005,0.123,0.182,0.091,0.176,0.0,0.059,0.256,0.0,0.055,0.168,0.082,0.011,0.0,0.06,0.0,0.082,0.66,0.0,0.0,0.174,0.001,0.0,1.0
0.02,0.0,0.024,0.0,0.0,0.005,1.0,0.043,0.0,0.004,0.163,0.006,0.026,0.005,0.035,0.003,0.034,0.0,0.0,0.091,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.001,0.0,-1.0
0.02,0.0,0.048,0.0,0.0,0.028,0.9,0.029,0.389,0.026,0.388,0.035,0.1,0.029,0.12,0.022,0.126,0.003,0.105,0.164,0.073,0.121,0.171,0.118,0.154,0.086,0.033,0.0,0.0,0.033,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.151,0.003,0.0,1.0
0.02,0.0,0.024,0.0,0.0,0.005,1.0,0.029,0.0,0.004,0.163,0.006,0.026,0.005,0.035,0.003,0.034,0.0,0.0,0.091,0.0,0.048,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.001,0.0,-1.0
0.059,0.0,0.048,0.0,0.0,0.037,0.8,0.014,0.5,0.035,0.408,0.049,0.136,0.04,0.155,0.031,0.137,0.005,0.168,0.182,0.109,0.153,0.229,0.165,0.154,0.086,0.067,0.0,0.0,0.04,0.0,0.155,0.0,0.25,0.0,0.0,0.0,0.191,0.001,0.0,1.0
0.059,0.1,0.072,0.0,0.0,0.017,0.915,0.014,0.278,0.015,0.347,0.023,0.065,0.018,0.085,0.013,0.11,0.002,0.096,0.106,0.025,0.053,0.094,0.01,0.288,0.0,0.0,0.0,0.0,0.006,0.0,0.015,0.0,0.042,0.0,0.0,0.0,0.118,0.001,0.0,1.0
0.02,0.0,0.024,0.0,0.0,0.005,1.0,0.043,0.0,0.004,0.163,0.006,0.026,0.005,0.035,0.003,0.034,0.0,0.0,0.091,0.0,0.048,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.001,0.0,-1.0
0.02,0.0,0.048,0.0,0.0,0.025,0.9,0.029,0.333,0.022,0.449,0.03,0.088,0.025,0.113,0.019,0.137,0.003,0.074,0.182,0.085,0.109,0.171,0.071,0.154,0.086,0.067,0.0,0.0,0.02,0.057,0.1,0.094,0.15,0.0,0.0,0.0,0.125,0.003,0.0,1.0
0.02,0.0,0.024,0.0,0.0,0.005,1.0,0.029,0.0,0.004,0.163,0.006,0.026,0.005,0.035,0.003,0.034,0.0,0.0,0.091,0.0,0.048,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.001,0.0,-1.0
0.059,0.0,0.048,0.0,0.0,0.027,0.8,0.014,0.444,0.025,0.367,0.038,0.113,0.03,0.131,0.023,0.116,0.003,0.116,0.145,0.091,0.109,0.171,0.082,0.154,0.0,0.033,0.0,0.0,0.027,0.024,0.127,0.047,0.1,0.0,0.0,0.0,0.151,0.001,0.0,1.0
0.0,0.0,0.012,0.0,0.0,0.004,0.0,0.0,0.056,0.005,0.204,0.006,0.024,0.006,0.037,0.003,0.044,0.0,0.158,0.091,0.152,0.08,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.159,0.001,0.0,-1.0
0.0,0.0,0.096,0.0,0.0,0.046,0.0,0.0,0.333,0.041,0.306,0.055,0.12,0.046,0.132,0.035,0.139,0.006,0.221,0.091,0.212,0.233,0.171,0.247,0.115,0.0,0.0,0.0,0.0,0.099,0.0,0.209,0.047,0.0,0.8,0.0,0.0,0.322,0.001,0.0,1.0
0.0,0.0,0.012,0.0,0.0,0.021,0.0,0.0,0.444,0.033,0.286,0.046,0.123,0.037,0.134,0.028,0.105,0.004,0.632,0.091,0.727,0.463,0.0,0.588,0.0,0.0,0.0,0.0,0.25,0.166,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.507,0.001,0.0,-1.0
0.0,0.0,0.012,0.0,0.0,0.004,0.0,0.0,0.056,0.005,0.204,0.006,0.024,0.006,0.037,0.003,0.044,0.0,0.158,0.091,0.152,0.08,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.159,0.001,0.0,-1.0
0.0,0.0,0.012,0.0,0.0,0.02,0.0,0.0,0.5,0.031,0.265,0.043,0.132,0.036,0.141,0.027,0.087,0.003,0.737,0.091,0.727,0.447,0.0,0.824,0.0,0.0,0.0,0.0,0.25,0.331,0.0,0.682,0.118,0.0,0.0,0.0,0.0,0.623,0.001,0.0,1.0
0.0,0.0,0.012,0.0,0.0,0.038,0.0,0.0,0.722,0.061,0.245,0.077,0.15,0.067,0.156,0.052,0.132,0.008,1.0,0.091,1.0,0.847,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.464,0.041,1.0,0.0,0.0,0.0,0.0,0.0,0.536,0.001,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.082,0.006,0.017,0.004,0.021,0.002,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.098,0.0,0.048,0.0,0.0,0.022,0.75,0.0,0.222,0.026,0.408,0.034,0.095,0.028,0.117,0.021,0.131,0.003,0.118,0.227,0.167,0.104,0.143,0.059,0.288,0.107,0.125,0.0,0.0,0.008,0.0,0.057,0.029,0.125,0.0,0.0,0.0,0.181,0.001,0.0,-1.0
