@relation commons-jexl_COMMONS_JEXL_2_0_1-RC3
@attribute NumberOfFields real
@attribute NumberOfPublicFields real
@attribute NumberOfPublicMethods_Designite real
@attribute NumberOfChildren real
@attribute DepthOfInheritance real
@attribute LOCClass real
@attribute LCOM real
@attribute FANIN real
@attribute FANOUT real
@attribute TotalNumberOfOperators real
@attribute NumberOfDistinctOperators real
@attribute TotalNumberOfOperands real
@attribute NumberOfDistinctOperands real
@attribute Length real
@attribute Vocabulary real
@attribute Volume real
@attribute Difficulty real
@attribute Effort real
@attribute CBO real
@attribute WMC_CK real
@attribute RFC real
@attribute LOCMethod_CK real
@attribute Returns real
@attribute NumberOfVariables real
@attribute NumberOfParameters_CK real
@attribute NumberOfLoops real
@attribute NumberOfComparisons real
@attribute NumberOfTryCatch real
@attribute NumberOfParenthesizedExps real
@attribute NumberOfStringLiterals real
@attribute NumberOfNumbers real
@attribute NumberOfAssignments real
@attribute NumberOfMathOperations real
@attribute MaxNumberOfNestedBlocks real
@attribute NumberOfAnonymousClasses real
@attribute NumberOfInnerClasses real
@attribute NumberOfLambdas real
@attribute NumberOfUniqueWords real
@attribute NumberOfModifiers real
@attribute NumberOfLogStatements real
@attribute Bugged real
@data
0.045,0.0,0.091,0.053,0.333,0.03,0.7,0.0,0.0,0.014,0.245,0.016,0.066,0.015,0.087,0.01,0.056,0.001,0.0,0.164,0.1,0.115,0.204,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.002,0.0,-1.0
0.0,0.0,0.0,0.053,0.0,0.011,0.0,0.152,0.071,0.001,0.02,0.001,0.013,0.001,0.011,0.001,0.0,0.0,0.1,0.082,0.0,0.019,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.0,0.0,-1.0
0.591,0.0,0.509,0.0,0.0,0.703,0.7,0.121,0.714,0.41,0.898,0.38,0.58,0.398,0.621,0.369,0.578,0.217,0.608,0.462,0.268,0.448,0.317,0.12,0.389,0.02,0.285,0.21,0.076,0.03,0.149,0.255,0.105,0.263,0.0,0.0,0.0,0.277,0.001,1.0,-1.0
0.091,0.0,0.0,0.0,0.0,0.044,0.5,0.061,0.143,0.41,0.898,0.38,0.58,0.398,0.621,0.369,0.578,0.217,0.6,0.656,0.5,0.885,0.61,0.25,0.571,0.5,0.722,0.0,0.0,0.257,0.467,0.375,0.0,0.333,0.0,0.0,0.0,0.403,0.0,0.0,-1.0
0.045,0.0,0.018,0.0,0.0,0.011,0.5,0.03,0.0,0.41,0.898,0.38,0.58,0.398,0.621,0.369,0.578,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.045,0.0,0.127,0.0,0.0,0.077,0.915,0.0,0.214,0.41,0.898,0.38,0.58,0.398,0.621,0.369,0.578,0.217,0.216,0.151,0.038,0.077,0.116,0.019,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.344,1.0,0.0,-1.0
0.045,0.0,0.055,0.0,0.333,0.063,0.75,0.0,0.286,0.41,0.898,0.38,0.58,0.398,0.621,0.369,0.578,0.217,0.2,0.492,0.32,0.362,0.183,0.25,0.171,0.2,0.289,0.0,0.0,0.0,0.062,0.25,0.0,0.4,0.0,0.0,0.0,0.097,0.001,0.0,-1.0
0.091,0.0,0.073,0.105,0.333,0.057,0.785,0.0,0.286,0.41,0.898,0.38,0.58,0.398,0.621,0.369,0.578,0.217,0.4,0.295,0.24,0.231,0.244,0.025,0.229,0.0,0.144,0.0,0.0,0.077,0.031,0.025,0.1,0.067,0.0,0.0,0.0,0.078,0.001,0.0,-1.0
0.0,0.0,0.018,0.0,0.667,0.018,0.0,0.0,0.143,0.41,0.898,0.38,0.58,0.398,0.621,0.369,0.578,0.217,0.2,0.082,0.0,0.058,0.0,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.0,-1.0
0.0,0.0,0.018,0.053,0.667,0.018,0.0,0.0,0.143,0.41,0.898,0.38,0.58,0.398,0.621,0.369,0.578,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.073,0.0,1.0,0.037,0.0,0.0,0.286,0.41,0.898,0.38,0.58,0.398,0.621,0.369,0.578,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.091,0.0,0.055,0.0,0.333,0.076,0.75,0.0,0.286,0.41,0.898,0.38,0.58,0.398,0.621,0.369,0.578,0.217,0.56,0.508,0.21,0.354,0.335,0.325,0.257,0.25,0.433,0.0,0.0,0.0,0.093,0.425,0.0,0.3,0.0,0.0,0.0,0.131,0.001,0.0,-1.0
0.045,0.0,0.236,0.0,0.333,0.165,0.575,0.0,0.286,0.381,0.714,0.293,0.448,0.347,0.482,0.308,0.464,0.146,0.262,0.252,0.246,0.583,0.0,0.115,0.0,0.115,0.112,0.08,0.055,0.993,0.946,0.144,0.31,0.153,0.0,0.0,0.0,0.136,0.002,0.0,1.0
0.182,0.0,0.127,0.0,0.333,0.109,0.5,0.03,0.143,0.264,0.429,0.224,0.26,0.249,0.281,0.2,0.385,0.08,0.258,0.187,0.214,0.681,0.0,0.232,0.0,0.07,0.0,0.0,0.0,1.0,1.0,0.339,0.0,0.047,0.0,0.0,0.0,0.119,0.002,0.0,-1.0
0.0,0.0,0.127,0.0,0.333,0.039,0.0,0.0,0.143,0.064,0.224,0.056,0.132,0.061,0.142,0.044,0.104,0.005,0.828,0.164,0.371,0.253,0.0,0.446,0.0,0.0,0.0,0.0,0.097,0.092,0.134,0.446,0.0,0.0,0.0,0.0,0.0,0.24,0.002,0.0,1.0
0.182,0.0,0.291,0.0,0.333,0.102,0.625,0.0,0.357,0.132,0.429,0.127,0.216,0.13,0.243,0.103,0.257,0.028,0.534,0.177,0.258,0.308,0.076,0.322,0.094,0.0,0.0,0.08,0.0,0.193,0.233,0.438,0.0,0.027,0.0,0.0,0.0,0.176,0.002,0.0,-1.0
0.045,0.0,0.055,0.0,0.0,0.007,0.5,0.061,0.0,0.132,0.429,0.127,0.216,0.13,0.243,0.103,0.257,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.091,0.0,0.091,0.0,0.0,0.014,0.5,0.03,0.071,0.132,0.429,0.127,0.216,0.13,0.243,0.103,0.257,0.028,0.0,0.164,0.0,0.115,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.002,0.0,-1.0
0.045,0.0,0.455,0.0,0.333,0.08,0.54,0.0,0.071,0.121,0.286,0.097,0.172,0.112,0.185,0.084,0.175,0.016,0.192,0.164,0.129,0.141,0.0,0.0,0.011,0.0,0.0,0.0,0.028,0.112,0.266,0.005,0.0,0.0,0.0,0.0,0.0,0.098,0.002,0.0,-1.0
0.0,0.0,0.127,0.0,0.333,0.038,0.0,0.0,0.143,0.061,0.265,0.054,0.122,0.058,0.139,0.042,0.122,0.006,0.8,0.164,0.317,0.243,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.236,0.051,0.375,0.085,0.0,0.0,0.0,0.0,0.257,0.002,0.0,-1.0
1.0,0.0,1.0,0.0,0.333,0.428,0.72,0.0,0.643,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.21,0.252,0.183,0.237,0.14,0.068,0.243,0.05,0.116,0.05,0.014,0.113,0.072,0.155,0.28,0.097,0.0,0.0,0.0,0.111,0.002,0.0,-1.0
0.0,0.0,0.2,0.105,0.0,0.042,0.0,0.0,0.0,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.0,0.211,0.071,0.148,0.305,0.0,0.429,0.0,0.105,0.0,0.0,0.115,0.0,0.036,0.5,0.097,0.0,0.0,0.0,0.104,0.011,0.0,-1.0
0.091,0.0,0.091,0.053,0.333,0.014,0.8,0.061,0.0,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.0,0.205,0.05,0.144,0.152,0.0,0.143,0.0,0.09,0.0,0.0,0.032,0.0,0.094,0.125,0.083,0.0,0.0,0.0,0.049,0.002,0.0,-1.0
0.0,0.0,0.018,0.0,0.667,0.004,0.0,0.061,0.0,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.091,0.0,0.055,0.0,0.333,0.022,0.5,0.061,0.0,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.0,0.574,0.35,0.442,0.305,0.0,0.429,0.0,0.181,0.0,0.0,0.257,0.0,0.188,0.25,0.333,0.0,0.0,0.0,0.132,0.002,0.0,-1.0
0.091,0.0,0.091,0.0,0.0,0.017,0.8,0.061,0.0,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.0,0.218,0.033,0.167,0.204,0.0,0.286,0.0,0.119,0.0,0.0,0.043,0.0,0.125,0.165,0.11,0.0,0.0,0.0,0.042,0.002,0.0,-1.0
0.045,0.0,0.091,0.0,0.0,0.015,1.0,0.061,0.0,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.0,0.164,0.2,0.115,0.152,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.002,0.0,-1.0
0.318,0.0,0.0,0.0,0.0,0.007,0.0,0.061,0.357,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.182,0.0,0.036,0.263,0.0,0.033,0.835,0.0,0.214,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.2,0.328,0.45,0.519,0.152,0.375,0.143,0.25,0.361,0.0,0.345,0.257,0.467,0.5,1.0,0.333,0.0,0.0,0.0,0.535,0.001,0.0,-1.0
0.0,0.0,0.036,0.0,0.333,0.006,0.0,0.0,0.0,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.2,0.164,0.1,0.115,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.002,0.0,-1.0
0.0,0.0,0.036,0.0,0.333,0.006,0.0,0.0,0.0,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.2,0.164,0.1,0.115,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.002,0.0,-1.0
0.0,0.0,0.036,0.0,0.333,0.022,0.0,0.0,0.071,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.0,0.164,0.0,0.115,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.002,0.0,-1.0
0.0,0.0,0.036,0.0,0.333,0.025,0.0,0.0,0.071,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.3,0.246,0.5,0.462,0.305,0.438,0.0,0.25,0.0,0.0,0.345,0.289,0.389,0.625,0.75,0.167,0.0,0.0,0.0,0.194,0.003,0.0,-1.0
0.0,0.0,0.036,0.0,0.333,0.057,0.0,0.0,0.071,0.497,0.694,0.444,0.724,0.476,0.719,0.452,0.433,0.2,0.0,0.164,0.0,0.115,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.002,0.0,-1.0
0.364,0.25,0.127,0.0,0.0,0.083,0.59,0.03,0.071,0.107,0.531,0.098,0.257,0.104,0.292,0.085,0.199,0.018,0.1,0.295,0.24,0.331,0.305,0.15,0.057,0.0,0.181,0.1,0.138,0.161,0.031,0.3,0.5,0.133,0.0,0.0,0.0,0.157,0.003,0.0,-1.0
0.318,0.0,0.109,0.0,0.333,0.096,0.72,0.0,0.357,0.12,0.673,0.116,0.386,0.118,0.422,0.103,0.197,0.022,0.334,0.574,0.533,0.57,0.052,0.312,0.191,0.335,0.242,0.0,0.0,0.107,0.337,0.521,0.165,0.39,0.0,0.0,0.0,0.181,0.002,0.81,-1.0
0.091,0.0,0.036,0.0,0.0,0.006,0.5,0.03,0.0,0.12,0.673,0.116,0.386,0.118,0.422,0.103,0.197,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.12,0.673,0.116,0.386,0.118,0.422,0.103,0.197,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.12,0.673,0.116,0.386,0.118,0.422,0.103,0.197,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.091,0.0,0.345,0.0,0.0,0.056,0.92,0.061,0.143,0.044,0.347,0.031,0.147,0.039,0.172,0.029,0.071,0.003,0.022,0.164,0.006,0.124,0.271,0.008,0.063,0.0,0.0,0.0,0.0,0.018,0.017,0.021,0.085,0.0,0.0,0.0,0.0,0.038,0.002,0.0,-1.0
0.0,0.0,0.018,0.0,0.0,0.002,0.0,0.0,0.0,0.044,0.347,0.031,0.147,0.039,0.172,0.029,0.071,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.218,0.0,0.333,0.076,0.0,0.0,0.143,0.133,0.347,0.138,0.241,0.135,0.253,0.107,0.212,0.024,0.764,0.179,0.464,0.287,0.0,0.42,0.026,0.045,0.0,0.0,0.0,0.286,0.086,0.42,0.09,0.03,0.0,0.0,0.0,0.297,0.002,0.0,-1.0
0.0,0.0,0.218,0.0,0.333,0.156,0.0,0.0,0.214,0.207,0.469,0.196,0.219,0.203,0.251,0.16,0.424,0.07,0.764,0.284,0.427,0.497,0.0,0.455,0.026,0.365,0.523,0.0,1.0,0.414,0.806,0.614,0.0,0.06,0.0,0.0,0.0,0.37,0.002,0.0,-1.0
0.136,0.25,0.4,0.0,0.333,0.218,0.935,0.0,0.5,0.374,0.796,0.326,0.649,0.355,0.668,0.333,0.397,0.136,0.716,0.354,0.526,0.498,0.015,0.46,0.0,0.21,0.04,0.26,0.255,0.311,0.261,0.579,0.105,0.193,0.0,0.0,0.0,0.224,0.099,0.0,1.0
0.091,0.25,0.036,0.0,0.0,0.006,1.0,0.061,0.0,0.374,0.796,0.326,0.649,0.355,0.668,0.333,0.397,0.136,0.0,0.164,0.0,0.115,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.002,0.0,1.0
0.045,0.0,0.018,0.0,0.0,0.005,0.5,0.0,0.071,0.374,0.796,0.326,0.649,0.355,0.668,0.333,0.397,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.018,0.053,0.0,0.0,0.0,0.0,0.0,0.374,0.796,0.326,0.649,0.355,0.668,0.333,0.397,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.018,0.0,0.333,0.002,0.0,0.0,0.0,0.374,0.796,0.326,0.649,0.355,0.668,0.333,0.397,0.136,0.0,0.164,0.0,0.115,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.002,0.0,1.0
0.0,0.0,0.018,0.0,0.0,0.002,0.0,0.0,0.0,0.374,0.796,0.326,0.649,0.355,0.668,0.333,0.397,0.136,0.0,0.164,0.1,0.115,0.305,0.0,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.002,0.0,1.0
0.0,0.0,0.018,0.0,0.0,0.016,0.0,0.0,0.214,0.022,0.388,0.018,0.1,0.02,0.136,0.015,0.063,0.001,0.8,0.656,1.0,0.654,0.0,0.625,0.286,1.0,0.0,1.0,0.0,0.193,0.156,0.625,0.5,0.667,0.0,0.0,0.0,0.222,0.016,0.0,-1.0
0.136,0.0,0.727,0.0,0.333,0.458,0.62,0.03,0.286,0.813,0.735,0.728,0.821,0.78,0.809,0.754,0.666,0.508,0.69,0.169,0.287,0.477,0.0,0.23,0.023,0.0,0.0,0.03,0.021,0.585,0.213,0.296,0.015,0.01,0.0,0.0,0.0,0.234,0.002,0.0,-1.0
0.045,0.0,0.036,0.0,0.0,0.01,0.5,0.0,0.0,0.813,0.735,0.728,0.821,0.78,0.809,0.754,0.666,0.508,0.0,0.738,0.1,0.25,0.61,0.0,0.429,0.0,0.0,0.0,0.0,0.257,0.467,0.188,0.0,0.667,0.0,0.0,0.0,0.062,0.002,0.0,-1.0
0.136,0.0,0.109,1.0,0.0,0.145,0.625,0.03,0.357,0.137,0.633,0.123,0.361,0.131,0.395,0.113,0.211,0.025,0.434,0.546,0.442,0.574,0.457,0.291,0.406,0.21,0.332,0.83,0.172,0.134,0.065,0.438,0.625,0.36,0.0,0.0,0.0,0.314,0.013,0.381,1.0
0.0,0.0,0.145,0.0,0.333,0.075,0.0,0.0,0.143,0.127,0.245,0.123,0.194,0.125,0.199,0.095,0.178,0.018,0.8,0.164,0.425,0.433,0.0,0.391,0.0,0.0,0.0,0.0,0.09,0.321,0.156,0.735,0.0,0.0,0.0,0.0,0.0,0.227,0.002,0.0,-1.0
0.182,0.0,0.345,0.0,0.333,0.121,0.815,0.0,0.357,0.173,0.51,0.148,0.392,0.163,0.406,0.141,0.196,0.029,0.294,0.184,0.182,0.269,0.107,0.066,0.083,0.0,0.0,0.12,0.0,0.2,0.156,0.228,0.06,0.02,0.0,0.0,0.0,0.118,0.004,0.0,1.0
0.0,0.0,0.018,0.0,0.0,0.002,0.0,0.0,0.0,0.173,0.51,0.148,0.392,0.163,0.406,0.141,0.196,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.091,0.0,0.0,0.011,0.0,0.03,0.0,0.173,0.51,0.148,0.392,0.163,0.406,0.141,0.196,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.045,0.0,0.0,0.0,0.667,0.0,0.0,0.061,0.0,0.173,0.51,0.148,0.392,0.163,0.406,0.141,0.196,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.045,0.0,0.036,0.0,0.0,0.006,0.5,0.0,0.071,0.173,0.51,0.148,0.392,0.163,0.406,0.141,0.196,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.018,0.0,0.0,0.002,0.0,0.0,0.0,0.173,0.51,0.148,0.392,0.163,0.406,0.141,0.196,0.029,0.0,0.164,0.1,0.115,0.305,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.002,0.0,1.0
0.0,0.0,0.109,0.0,0.333,0.045,0.0,0.0,0.0,0.038,0.204,0.033,0.094,0.036,0.106,0.025,0.075,0.002,0.2,0.328,0.2,0.346,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.193,0.0,0.125,0.5,0.333,0.0,0.0,0.0,0.183,0.002,0.0,-1.0
0.364,1.0,0.145,0.0,0.333,0.069,0.625,0.0,0.286,0.09,0.306,0.086,0.147,0.089,0.166,0.065,0.187,0.013,0.514,0.211,0.429,0.352,0.0,0.108,0.0,0.0,0.0,0.29,0.0,0.238,0.4,0.142,0.0,0.097,0.0,0.0,0.0,0.141,0.002,0.0,-1.0
0.045,0.25,0.0,0.0,0.0,0.002,0.0,0.061,0.0,0.09,0.306,0.086,0.147,0.089,0.166,0.065,0.187,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.136,0.75,0.0,0.0,0.0,0.004,0.0,0.03,0.071,0.09,0.306,0.086,0.147,0.089,0.166,0.065,0.187,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
