@relation manifoldcf_release-1.0-RC6
@attribute NumberOfFields real
@attribute NumberOfPublicFields real
@attribute NumberOfPublicMethods_Designite real
@attribute NumberOfChildren real
@attribute DepthOfInheritance real
@attribute LOCClass real
@attribute LCOM real
@attribute FANIN real
@attribute FANOUT real
@attribute TotalNumberOfOperators real
@attribute NumberOfDistinctOperators real
@attribute TotalNumberOfOperands real
@attribute NumberOfDistinctOperands real
@attribute Length real
@attribute Vocabulary real
@attribute Volume real
@attribute Difficulty real
@attribute Effort real
@attribute CBO real
@attribute WMC_CK real
@attribute RFC real
@attribute LOCMethod_CK real
@attribute Returns real
@attribute NumberOfVariables real
@attribute NumberOfParameters_CK real
@attribute NumberOfLoops real
@attribute NumberOfComparisons real
@attribute NumberOfTryCatch real
@attribute NumberOfParenthesizedExps real
@attribute NumberOfStringLiterals real
@attribute NumberOfNumbers real
@attribute NumberOfAssignments real
@attribute NumberOfMathOperations real
@attribute MaxNumberOfNestedBlocks real
@attribute NumberOfAnonymousClasses real
@attribute NumberOfInnerClasses real
@attribute NumberOfLambdas real
@attribute NumberOfUniqueWords real
@attribute NumberOfModifiers real
@attribute NumberOfLogStatements real
@attribute Bugged real
@data
0.172,0.015,0.139,0.0,0.0,0.116,0.595,0.01,0.442,0.052,0.642,0.08,0.208,0.061,0.223,0.049,0.256,0.013,0.258,0.186,0.196,0.075,0.104,0.164,0.265,0.072,0.112,0.05,0.0,0.019,0.04,0.039,0.098,0.187,0.0,0.0,0.0,0.531,0.005,0.09,-1.0
0.0,0.0,0.014,0.0,0.0,0.01,0.0,0.01,0.047,0.005,0.358,0.008,0.041,0.006,0.051,0.004,0.068,0.0,0.231,0.277,0.245,0.095,0.4,0.083,0.312,0.1,0.192,0.125,0.0,0.01,0.038,0.024,0.111,0.5,0.0,0.0,0.0,0.376,0.017,0.25,-1.0
0.0,0.0,0.014,0.0,0.0,0.007,0.0,0.01,0.023,0.005,0.264,0.01,0.042,0.007,0.049,0.004,0.068,0.0,0.231,0.139,0.347,0.08,0.2,0.083,0.562,0.0,0.0,0.25,0.0,0.041,0.115,0.033,0.278,0.167,0.0,0.0,0.0,0.223,0.017,0.375,-1.0
0.007,0.0,0.028,0.0,0.0,0.015,1.0,0.01,0.047,0.007,0.434,0.01,0.052,0.008,0.065,0.005,0.084,0.0,0.077,0.208,0.163,0.06,0.35,0.042,0.219,0.1,0.064,0.062,0.0,0.01,0.134,0.014,0.056,0.25,0.0,0.0,0.0,0.196,0.017,0.125,-1.0
0.015,0.0,0.035,0.0,0.0,0.019,0.9,0.03,0.07,0.009,0.415,0.011,0.044,0.01,0.056,0.006,0.11,0.001,0.108,0.333,0.171,0.079,0.16,0.1,0.175,0.2,0.153,0.0,0.0,0.004,0.031,0.026,0.022,0.6,0.0,0.0,0.0,0.168,0.017,0.0,-1.0
0.037,0.015,0.021,0.0,0.0,0.015,0.5,0.02,0.093,0.01,0.491,0.017,0.068,0.012,0.082,0.008,0.124,0.001,0.359,0.222,0.367,0.109,0.2,0.241,0.459,0.2,0.0,0.168,0.0,0.02,0.051,0.054,0.148,0.278,0.0,0.0,0.0,0.277,0.017,0.332,-1.0
0.0,0.0,0.0,0.062,0.0,0.002,0.0,0.0,0.0,0.001,0.17,0.001,0.007,0.001,0.012,0.001,0.027,0.0,0.0,0.055,0.0,0.015,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.008,0.0,-1.0
0.0,0.0,0.0,0.062,0.0,0.002,0.0,0.0,0.0,0.001,0.17,0.001,0.007,0.001,0.012,0.001,0.027,0.0,0.0,0.055,0.0,0.015,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.008,0.0,-1.0
0.0,0.0,0.007,0.0,0.25,0.001,0.0,0.0,0.0,0.0,0.075,0.001,0.008,0.0,0.01,0.0,0.006,0.0,0.077,0.055,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.002,0.0,-1.0
0.0,0.0,0.007,0.0,0.25,0.001,0.0,0.0,0.0,0.0,0.075,0.001,0.008,0.0,0.01,0.0,0.006,0.0,0.077,0.055,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.002,0.0,-1.0
0.0,0.0,0.0,0.062,0.0,0.002,0.0,0.0,0.0,0.001,0.17,0.001,0.007,0.001,0.012,0.001,0.027,0.0,0.0,0.055,0.0,0.015,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.008,0.0,-1.0
0.0,0.0,0.007,0.0,0.25,0.001,0.0,0.0,0.0,0.0,0.075,0.001,0.008,0.0,0.01,0.0,0.006,0.0,0.077,0.055,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.002,0.0,-1.0
0.142,0.279,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.003,0.113,0.004,0.032,0.003,0.034,0.002,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.015,0.029,0.125,0.0,0.0,0.012,0.555,0.03,0.047,0.009,0.264,0.016,0.027,0.011,0.034,0.006,0.168,0.001,0.115,0.055,0.041,0.015,0.18,0.0,0.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.017,0.0,-1.0
0.187,0.074,0.104,0.0,0.0,0.052,0.655,0.0,0.372,0.043,0.698,0.048,0.141,0.045,0.16,0.034,0.241,0.008,0.231,0.136,0.163,0.052,0.146,0.101,0.25,0.018,0.011,0.068,0.0,0.096,0.034,0.02,0.182,0.107,0.0,0.0,0.0,0.412,0.002,0.068,-1.0
0.037,0.0,0.042,0.0,0.0,0.012,0.75,0.02,0.023,0.043,0.698,0.048,0.141,0.045,0.16,0.034,0.241,0.008,0.025,0.093,0.041,0.02,0.266,0.018,0.084,0.0,0.042,0.0,0.047,0.014,0.025,0.005,0.074,0.112,0.0,0.0,0.0,0.149,0.002,0.0,-1.0
0.007,0.0,0.007,0.0,0.0,0.003,0.5,0.01,0.023,0.003,0.302,0.005,0.034,0.004,0.043,0.002,0.049,0.0,0.231,0.111,0.367,0.06,0.2,0.111,0.25,0.0,0.0,0.25,0.0,0.01,0.0,0.024,0.111,0.167,0.0,0.0,0.0,0.208,0.049,0.25,-1.0
0.134,0.118,0.153,0.0,0.0,0.081,0.54,0.02,0.07,0.039,0.774,0.039,0.103,0.039,0.126,0.028,0.291,0.008,0.025,0.139,0.095,0.043,0.066,0.06,0.166,0.066,0.054,0.0,0.0,0.008,0.025,0.013,0.009,0.125,0.0,0.0,0.0,0.124,0.005,0.0,-1.0
0.082,0.103,0.049,0.0,0.0,0.007,0.5,0.02,0.0,0.039,0.774,0.039,0.103,0.039,0.126,0.028,0.291,0.008,0.0,0.055,0.0,0.015,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.002,0.0,-1.0
0.022,0.0,0.021,0.0,0.0,0.018,0.5,0.01,0.023,0.039,0.774,0.039,0.103,0.039,0.126,0.028,0.291,0.008,0.115,0.804,0.163,0.168,0.5,0.194,0.0,0.4,0.766,0.0,0.0,0.015,0.115,0.069,0.0,0.417,0.0,0.0,0.0,0.129,0.005,0.0,-1.0
0.231,0.015,0.201,0.0,0.0,0.16,0.6,0.01,0.419,0.08,0.811,0.115,0.282,0.091,0.3,0.077,0.336,0.026,0.215,0.268,0.224,0.1,0.096,0.168,0.224,0.104,0.128,0.12,0.004,0.017,0.05,0.042,0.153,0.265,0.0,0.0,0.0,0.493,0.004,0.085,1.0
0.007,0.0,0.021,0.0,0.0,0.011,0.835,0.01,0.047,0.08,0.811,0.115,0.282,0.091,0.3,0.077,0.336,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.007,0.0,0.021,0.0,0.0,0.003,0.835,0.01,0.023,0.08,0.811,0.115,0.282,0.091,0.3,0.077,0.336,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.007,0.0,0.021,0.0,0.0,0.003,0.835,0.01,0.0,0.08,0.811,0.115,0.282,0.091,0.3,0.077,0.336,0.026,0.0,0.083,0.0,0.028,0.1,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.008,0.0,0.083,0.0,0.0,0.0,0.045,0.002,0.0,1.0
0.0,0.0,0.0,0.062,0.0,0.002,0.0,0.0,0.0,0.001,0.17,0.001,0.007,0.001,0.012,0.001,0.027,0.0,0.0,0.055,0.0,0.015,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.008,0.0,-1.0
0.0,0.0,0.0,0.062,0.0,0.002,0.0,0.0,0.0,0.001,0.17,0.001,0.007,0.001,0.012,0.001,0.027,0.0,0.0,0.055,0.0,0.015,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.008,0.0,-1.0
0.0,0.0,0.007,0.0,0.25,0.001,0.0,0.0,0.0,0.0,0.075,0.001,0.008,0.0,0.01,0.0,0.006,0.0,0.077,0.055,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.002,0.0,-1.0
0.0,0.0,0.007,0.0,0.25,0.001,0.0,0.0,0.0,0.0,0.075,0.001,0.008,0.0,0.01,0.0,0.006,0.0,0.077,0.055,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.002,0.0,-1.0
0.0,0.0,0.0,0.062,0.0,0.002,0.0,0.0,0.0,0.001,0.17,0.001,0.007,0.001,0.012,0.001,0.027,0.0,0.0,0.055,0.0,0.015,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.008,0.0,-1.0
0.0,0.0,0.007,0.0,0.25,0.001,0.0,0.0,0.0,0.0,0.075,0.001,0.008,0.0,0.01,0.0,0.006,0.0,0.077,0.055,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.002,0.0,-1.0
0.0,0.0,0.021,0.0,0.25,0.002,0.0,0.0,0.0,0.001,0.075,0.002,0.009,0.001,0.011,0.001,0.019,0.0,0.038,0.055,0.0,0.013,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.002,0.0,-1.0
0.0,0.0,0.014,0.062,0.0,0.001,0.0,0.0,0.0,0.001,0.038,0.001,0.006,0.001,0.007,0.0,0.011,0.0,0.077,0.055,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.002,0.0,-1.0
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.062,0.25,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.028,0.0,0.25,0.002,0.0,0.0,0.023,0.001,0.151,0.001,0.013,0.001,0.017,0.0,0.013,0.0,0.0,0.055,0.0,0.01,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.002,0.0,-1.0
0.0,0.0,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.003,0.0,0.003,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.007,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.038,0.0,0.002,0.0,0.003,0.0,0.003,0.0,0.077,0.055,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.002,0.0,-1.0
0.0,0.0,0.021,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.075,0.001,0.007,0.001,0.009,0.0,0.01,0.0,0.0,0.055,0.0,0.005,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.002,0.0,-1.0
0.0,0.0,0.021,0.0,0.5,0.001,0.0,0.0,0.0,0.0,0.075,0.001,0.01,0.001,0.011,0.0,0.01,0.0,0.025,0.055,0.0,0.005,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.002,0.0,-1.0
0.0,0.0,0.007,0.188,0.25,0.001,0.0,0.0,0.0,0.0,0.057,0.001,0.006,0.0,0.007,0.0,0.006,0.0,0.0,0.055,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.002,0.0,-1.0
0.007,0.015,0.021,0.062,0.0,0.001,0.0,0.0,0.023,0.001,0.151,0.001,0.012,0.001,0.016,0.0,0.012,0.0,0.052,0.055,0.0,0.005,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.002,0.0,-1.0
0.0,0.0,0.056,0.0,0.0,0.002,0.0,0.03,0.0,0.001,0.057,0.002,0.015,0.001,0.016,0.001,0.012,0.0,0.048,0.055,0.0,0.005,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.002,0.0,-1.0
0.0,0.0,0.021,0.0,0.0,0.001,0.0,0.0,0.023,0.0,0.094,0.001,0.01,0.001,0.012,0.0,0.011,0.0,0.077,0.055,0.0,0.005,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.002,0.0,-1.0
0.0,0.0,0.09,0.0,0.5,0.003,0.0,0.0,0.0,0.001,0.094,0.003,0.018,0.002,0.02,0.001,0.02,0.0,0.012,0.055,0.0,0.005,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.002,0.0,-1.0
0.0,0.0,0.007,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.057,0.001,0.006,0.0,0.007,0.0,0.006,0.0,0.0,0.055,0.0,0.005,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.002,0.0,-1.0
0.0,0.0,0.028,0.062,0.0,0.001,0.0,0.0,0.0,0.001,0.094,0.001,0.009,0.001,0.011,0.0,0.016,0.0,0.019,0.055,0.0,0.005,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.002,0.0,-1.0
0.0,0.0,0.014,0.0,0.5,0.001,0.0,0.0,0.0,0.0,0.075,0.001,0.007,0.0,0.009,0.0,0.009,0.0,0.0,0.055,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.002,0.0,-1.0
0.0,0.0,0.007,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.038,0.0,0.002,0.0,0.003,0.0,0.003,0.0,0.0,0.055,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.002,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.007,0.062,0.0,0.001,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.001,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.014,0.0,0.25,0.001,0.0,0.0,0.0,0.0,0.075,0.001,0.009,0.0,0.011,0.0,0.007,0.0,0.0,0.055,0.0,0.01,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.002,0.0,-1.0
0.0,0.0,0.007,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.038,0.0,0.002,0.0,0.003,0.0,0.003,0.0,0.0,0.055,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.002,0.0,-1.0
0.0,0.0,0.021,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.057,0.0,0.005,0.0,0.007,0.0,0.005,0.0,0.0,0.055,0.0,0.005,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.002,0.0,-1.0
0.007,0.015,0.007,0.062,0.0,0.001,0.0,0.0,0.0,0.0,0.113,0.001,0.007,0.0,0.01,0.0,0.009,0.0,0.0,0.055,0.0,0.005,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.002,0.0,-1.0
0.015,0.029,0.125,0.0,0.0,0.012,0.555,0.02,0.047,0.009,0.264,0.016,0.027,0.011,0.034,0.006,0.168,0.001,0.115,0.055,0.041,0.015,0.18,0.0,0.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.017,0.0,-1.0
0.134,0.118,0.153,0.0,0.0,0.081,0.54,0.03,0.07,0.039,0.774,0.039,0.107,0.039,0.13,0.028,0.283,0.008,0.025,0.139,0.095,0.043,0.066,0.06,0.166,0.066,0.054,0.0,0.0,0.008,0.025,0.013,0.009,0.125,0.0,0.0,0.0,0.124,0.005,0.0,-1.0
0.082,0.103,0.049,0.0,0.0,0.007,0.5,0.02,0.0,0.039,0.774,0.039,0.107,0.039,0.13,0.028,0.283,0.008,0.0,0.055,0.0,0.015,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.002,0.0,-1.0
0.022,0.0,0.021,0.0,0.0,0.018,0.5,0.01,0.023,0.039,0.774,0.039,0.107,0.039,0.13,0.028,0.283,0.008,0.115,0.804,0.163,0.168,0.5,0.194,0.0,0.4,0.766,0.0,0.0,0.015,0.115,0.069,0.0,0.417,0.0,0.0,0.0,0.129,0.005,0.0,-1.0
0.485,0.206,0.5,0.0,0.0,0.468,0.575,0.01,0.395,0.414,0.887,0.428,0.559,0.418,0.57,0.387,0.695,0.27,0.267,0.613,0.353,0.204,0.158,0.442,0.166,0.354,0.354,0.198,0.063,0.219,0.322,0.096,0.608,0.468,0.0,0.0,0.0,0.493,0.004,0.132,-1.0
0.007,0.0,0.021,0.0,0.0,0.004,0.835,0.01,0.0,0.414,0.887,0.428,0.559,0.418,0.57,0.387,0.695,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.03,0.0,0.021,0.0,0.0,0.006,0.5,0.01,0.0,0.414,0.887,0.428,0.559,0.418,0.57,0.387,0.695,0.27,0.0,0.055,0.0,0.015,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.002,0.0,-1.0
0.007,0.0,0.021,0.0,0.0,0.003,0.835,0.01,0.0,0.414,0.887,0.428,0.559,0.418,0.57,0.387,0.695,0.27,0.038,0.083,0.02,0.028,0.1,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.004,0.0,0.083,0.0,0.0,0.0,0.035,0.002,0.0,-1.0
0.022,0.0,0.028,0.0,0.0,0.004,0.5,0.01,0.0,0.414,0.887,0.428,0.559,0.418,0.57,0.387,0.695,0.27,0.0,0.055,0.0,0.015,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.002,0.0,-1.0
0.007,0.0,0.021,0.0,0.0,0.003,0.835,0.01,0.0,0.414,0.887,0.428,0.559,0.418,0.57,0.387,0.695,0.27,0.0,0.055,0.02,0.018,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.002,0.0,-1.0
0.022,0.0,0.028,0.0,0.0,0.005,0.75,0.02,0.0,0.414,0.887,0.428,0.559,0.418,0.57,0.387,0.695,0.27,0.0,0.166,0.068,0.032,0.2,0.018,0.041,0.134,0.17,0.0,0.0,0.0,0.0,0.014,0.0,0.112,0.0,0.0,0.0,0.092,0.064,0.0,-1.0
