,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
795010,activemq-artemis,2.6.3,True,5.0,1.0,4.0,0.0,0.0,102.0,0.0,6.0,14.0,548.0,29.0,374.0,150.0,922.0,179.0,6900.08,36.15,249460.83,3.38,3.25,6.88,17.88,0.13,1.0,0.38,0.13,0.25,0.63,0.0,1.0,0.75,1.38,0.0,1.38,0.25,0.0,0.0,13.75,2.5,0.25,14
795011,activemq-artemis,2.6.3,False,0.0,0.0,1.0,0.0,0.0,22.0,-1.0,2.0,5.0,187.0,20.0,163.0,54.0,350.0,74.0,2173.31,30.19,65601.72,3.0,1.25,2.75,4.5,0.0,1.75,1.0,0.0,0.0,0.25,0.0,0.25,0.0,1.75,0.0,0.5,0.0,0.0,0.0,10.0,0.25,0.0,14
795012,activemq-artemis,2.6.3,False,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,1.0,0.0,187.0,20.0,163.0,54.0,350.0,74.0,2173.31,30.19,65601.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
795013,activemq-artemis,2.6.3,False,6.0,1.0,8.0,2.0,1.0,74.0,0.5,0.0,2.0,320.0,28.0,173.0,67.0,493.0,95.0,3238.94,36.15,117085.22,0.5,2.63,1.75,8.25,0.75,0.25,0.5,0.0,1.63,0.0,0.0,1.63,0.0,1.88,0.13,1.13,0.0,0.0,0.0,6.25,1.0,0.0,14
795014,activemq-artemis,2.6.3,True,105.0,32.0,29.0,0.0,3.0,767.0,0.05,3.0,7.0,5432.0,54.0,3445.0,700.0,8877.0,754.0,84850.1,132.88,11274760.16,0.67,2.58,2.62,10.28,0.65,0.8,0.96,0.09,0.49,0.2,0.0,3.84,0.28,1.57,0.38,0.68,0.01,0.0,0.0,12.41,1.7,0.0,14
795015,activemq-artemis,2.6.3,False,3.0,0.0,2.0,1.0,2.0,90.0,0.0,1.0,1.0,377.0,39.0,230.0,92.0,607.0,131.0,4269.29,48.75,208127.78,0.89,3.0,3.11,11.78,1.33,1.0,2.33,0.44,0.22,0.0,0.0,1.78,0.0,1.89,0.44,0.89,0.0,0.0,0.0,12.89,4.0,0.0,14
795016,activemq-artemis,2.6.3,False,0.0,0.0,1.0,0.0,0.0,36.0,-1.0,8.0,1.0,211.0,28.0,128.0,59.0,339.0,87.0,2184.16,30.37,66339.17,2.0,4.0,5.33,11.33,0.33,2.0,1.67,1.0,0.0,0.0,0.0,1.67,0.67,2.33,0.33,2.0,0.0,0.0,0.0,11.0,9.67,0.0,14
795017,activemq-artemis,2.6.3,False,5.0,1.0,0.0,2.0,2.0,91.0,0.38,0.0,7.0,577.0,28.0,377.0,137.0,954.0,165.0,7027.47,38.53,270737.18,2.75,2.38,5.88,10.13,0.75,1.13,0.63,0.25,0.63,0.0,0.13,2.38,0.0,2.13,1.0,1.38,0.0,0.0,0.0,10.0,4.0,0.25,14
795018,activemq-artemis,2.6.3,False,4.0,4.0,4.0,1.0,0.0,43.0,0.0,0.0,0.0,237.0,26.0,157.0,61.0,394.0,87.0,2538.52,33.46,84936.37,2.4,2.0,3.4,6.8,0.8,0.2,0.2,0.0,0.8,0.0,0.0,0.4,0.0,1.0,0.2,1.0,0.0,0.0,0.0,12.8,1.2,0.0,14
795019,activemq-artemis,2.6.3,False,1.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0,50.0,18.0,67.0,56.0,117.0,74.0,726.51,10.77,7822.91,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,4.0,0.0,14
795020,activemq-artemis,2.6.3,False,0.0,0.0,6.0,0.0,0.0,22.0,-1.0,1.0,2.0,124.0,20.0,108.0,49.0,232.0,69.0,1417.18,22.04,31235.75,0.33,1.0,0.67,3.33,0.67,0.17,0.67,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,5.17,1.0,0.0,14
795021,activemq-artemis,2.6.3,False,2.0,0.0,2.0,1.0,1.0,57.0,0.0,2.0,1.0,252.0,27.0,184.0,78.0,436.0,105.0,2927.41,31.85,93226.78,1.25,3.25,3.0,13.25,0.75,0.75,0.5,0.0,1.75,0.5,0.0,2.0,0.0,1.75,0.5,1.75,0.0,0.0,0.0,17.75,3.0,0.0,14
795022,activemq-artemis,2.6.3,True,15.0,0.0,18.0,1.0,3.0,153.0,0.19,0.0,11.0,896.0,29.0,669.0,192.0,1565.0,221.0,12188.07,50.52,615783.07,1.95,1.24,2.76,6.62,0.86,0.43,0.48,0.0,0.1,0.0,0.0,0.0,0.14,1.57,0.0,0.24,0.05,0.0,0.0,11.76,1.33,0.0,14
795023,activemq-artemis,2.6.3,False,6.0,0.0,6.0,0.0,4.0,240.0,0.43,3.0,24.0,1641.0,40.0,1099.0,285.0,2740.0,325.0,22863.37,77.12,1763287.33,4.81,3.62,7.19,18.71,0.52,3.14,2.9,0.43,0.52,0.81,0.1,3.19,0.76,3.57,0.76,1.14,0.1,0.0,0.0,18.71,7.05,0.0,14
795024,activemq-artemis,2.6.3,False,3.0,0.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,1641.0,40.0,1099.0,285.0,2740.0,325.0,22863.37,77.12,1763287.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
795025,activemq-artemis,2.6.3,False,0.0,0.0,1.0,0.0,0.0,24.0,-1.0,1.0,5.0,218.0,21.0,182.0,79.0,400.0,100.0,2657.54,24.19,64285.62,4.0,1.5,6.5,11.0,0.5,1.5,3.5,0.0,0.0,0.5,0.0,4.0,3.0,1.5,1.0,0.5,0.0,0.0,0.0,17.0,1.5,0.0,14
795026,activemq-artemis,2.6.3,False,5.0,5.0,3.0,0.0,0.0,187.0,0.0,4.0,6.0,1193.0,43.0,846.0,200.0,2039.0,243.0,16158.69,90.95,1469552.31,1.95,4.0,6.2,19.9,0.55,5.45,3.6,0.2,0.8,0.35,0.15,6.15,1.45,5.7,0.8,0.9,0.0,0.0,0.0,17.0,9.25,0.0,14
795027,activemq-artemis,2.6.3,False,4.0,4.0,13.0,0.0,0.0,76.0,0.29,4.0,8.0,632.0,32.0,521.0,143.0,1153.0,175.0,8591.25,58.29,500815.6,1.87,1.22,1.65,5.78,0.13,0.78,3.17,0.13,0.04,0.17,0.0,1.13,0.61,0.83,0.57,0.35,0.04,0.0,0.0,11.57,5.43,0.0,14
795028,activemq-artemis,2.6.3,False,9.0,9.0,1.0,0.0,0.0,41.0,0.0,1.0,3.0,458.0,32.0,350.0,147.0,808.0,179.0,6046.92,38.1,230358.98,6.0,5.0,15.0,30.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,14.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,49.0,1.0,0.0,14
795029,activemq-artemis,2.6.3,True,2.0,0.0,8.0,0.0,0.0,109.0,0.0,2.0,9.0,556.0,28.0,386.0,124.0,942.0,152.0,6827.55,43.58,297548.93,3.29,2.86,8.14,14.14,0.0,1.43,1.43,0.43,0.71,0.29,0.0,0.0,0.29,2.14,0.14,1.43,0.0,0.0,0.0,17.71,1.0,0.0,14
795030,activemq-artemis,2.6.3,False,8.0,4.0,4.0,0.0,0.0,257.0,0.15,3.0,10.0,1165.0,40.0,771.0,227.0,1936.0,267.0,15605.51,67.93,1060074.55,2.09,5.82,7.64,20.45,0.64,3.36,1.09,0.55,0.64,0.09,0.27,0.73,1.0,5.18,0.18,1.27,0.0,0.0,0.18,19.82,2.27,0.18,14
795031,activemq-artemis,2.6.3,False,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,1.0,0.0,1165.0,40.0,771.0,227.0,1936.0,267.0,15605.51,67.93,1060074.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
795032,activemq-artemis,2.6.3,False,4.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,1165.0,40.0,771.0,227.0,1936.0,267.0,15605.51,67.93,1060074.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
795033,activemq-artemis,2.6.3,False,52.0,3.0,0.0,0.0,0.0,59.0,0.0,6.0,0.0,296.0,18.0,226.0,100.0,522.0,118.0,3592.74,20.34,73076.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
795034,activemq-artemis,2.6.3,False,15.0,0.0,6.0,0.0,0.0,358.0,0.17,4.0,23.0,2057.0,50.0,1379.0,338.0,3436.0,388.0,29549.3,102.0,3013941.23,4.24,3.76,9.53,19.29,0.12,2.82,1.35,0.76,1.24,0.18,0.41,1.53,0.76,3.47,0.59,1.41,0.06,0.0,0.0,24.71,1.71,0.47,14
795035,activemq-artemis,2.6.3,False,5.0,0.0,2.0,0.0,0.0,49.0,0.0,1.0,0.0,2057.0,50.0,1379.0,338.0,3436.0,388.0,29549.3,102.0,3013941.23,1.0,2.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,14
795036,activemq-artemis,2.6.3,False,0.0,0.0,1.0,0.0,0.0,82.0,-1.0,2.0,6.0,309.0,22.0,224.0,90.0,533.0,112.0,3628.32,27.38,99335.34,2.2,4.6,1.8,14.8,1.2,0.8,1.0,0.0,1.4,0.0,0.0,0.2,0.2,4.0,0.0,0.6,0.0,0.0,0.0,11.0,9.0,0.0,14
795037,activemq-artemis,2.6.3,False,18.0,8.0,13.0,0.0,0.0,356.0,0.25,4.0,19.0,2049.0,51.0,1348.0,337.0,3397.0,388.0,29213.9,102.0,2979818.2,2.59,2.75,4.69,12.38,0.16,1.97,1.97,0.16,0.5,0.09,0.0,1.19,0.44,3.53,0.34,0.63,0.03,0.0,0.0,21.22,1.44,0.31,14
795038,activemq-artemis,2.6.3,False,1.0,0.0,1.0,0.0,0.0,15.0,0.0,4.0,2.0,86.0,19.0,70.0,35.0,156.0,54.0,897.76,19.0,17057.49,2.0,2.0,4.0,12.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,23.0,9.0,0.0,14
795039,activemq-artemis,2.6.3,True,1.0,0.0,4.0,0.0,0.0,187.0,0.43,4.0,7.0,1480.0,46.0,653.0,218.0,2133.0,264.0,17158.69,68.89,1182139.47,2.86,5.43,6.57,24.43,0.86,3.43,3.29,0.43,1.29,0.57,0.86,3.86,2.14,4.43,2.0,1.0,0.14,0.0,0.0,32.57,7.14,0.0,14
795040,activemq-artemis,2.6.3,False,1.0,0.0,1.0,0.0,2.0,33.0,0.0,1.0,2.0,199.0,28.0,156.0,84.0,355.0,112.0,2416.61,26.0,62831.89,7.0,5.0,15.0,30.0,1.0,7.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,10.0,1.0,3.0,0.0,0.0,0.0,32.0,1.0,0.0,14
795041,activemq-artemis,2.6.3,False,5.0,0.0,0.0,1.0,0.0,74.0,0.0,0.0,1.0,432.0,29.0,290.0,93.0,722.0,122.0,5003.99,45.22,226255.78,3.25,3.75,5.5,16.75,2.0,1.0,0.0,0.0,1.0,0.5,0.0,4.75,0.25,2.25,1.75,1.0,0.0,0.0,0.0,20.0,3.0,0.0,14
795042,activemq-artemis,2.6.3,False,6.0,0.0,2.0,0.0,2.0,73.0,0.67,1.0,4.0,458.0,40.0,360.0,157.0,818.0,197.0,6234.84,45.86,285928.89,5.0,7.5,16.0,30.0,2.0,5.5,1.5,1.5,2.0,1.5,0.0,3.0,1.5,8.5,2.0,1.5,0.0,0.0,0.0,44.0,0.5,0.0,14
795043,activemq-artemis,2.6.3,False,1.0,0.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0,458.0,40.0,360.0,157.0,818.0,197.0,6234.84,45.86,285928.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
795044,activemq-artemis,2.6.3,False,17.0,0.0,30.0,0.0,0.0,292.0,0.0,2.0,0.0,1146.0,36.0,601.0,159.0,1747.0,195.0,13290.01,68.04,904221.92,1.03,2.5,1.67,8.83,0.83,0.47,0.6,0.07,0.47,0.17,0.4,0.77,0.37,1.23,0.67,0.43,0.0,0.0,0.0,7.83,1.03,0.0,14
795045,activemq-artemis,2.6.3,True,9.0,1.0,1.0,3.0,1.0,92.0,0.33,0.0,8.0,602.0,36.0,471.0,178.0,1073.0,214.0,8306.59,47.63,395636.54,2.22,2.0,3.89,9.0,1.44,1.22,0.78,0.0,0.33,0.33,0.0,1.22,0.22,1.33,0.67,0.78,0.0,0.0,0.0,17.67,3.44,0.0,14
795046,activemq-artemis,2.6.3,True,8.0,1.0,2.0,0.0,2.0,99.0,0.0,3.0,6.0,618.0,37.0,492.0,192.0,1110.0,229.0,8701.52,47.41,412506.25,7.33,5.0,15.33,29.67,1.67,6.67,1.33,1.33,1.0,0.67,0.33,2.0,1.67,9.0,0.33,2.67,0.0,0.0,0.0,36.67,2.0,0.0,14
795047,activemq-artemis,2.6.3,True,23.0,0.0,37.0,0.0,0.0,302.0,0.0,1.0,3.0,1199.0,44.0,649.0,206.0,1848.0,250.0,14720.77,69.31,1020306.53,0.9,1.61,0.9,5.49,0.93,0.22,0.66,0.07,0.22,0.02,0.17,0.2,0.41,0.9,0.12,0.27,0.0,0.0,0.0,6.37,1.17,0.0,14
795048,activemq-artemis,2.6.3,False,1.0,0.0,1.0,0.0,2.0,27.0,1.0,2.0,3.0,135.0,18.0,111.0,63.0,246.0,81.0,1559.6,15.86,24730.85,3.5,1.5,5.5,7.5,0.5,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.5,1.5,0.0,14
795049,activemq-artemis,2.6.3,False,5.0,0.0,0.0,0.0,0.0,152.0,0.0,4.0,2.0,964.0,41.0,588.0,191.0,1552.0,232.0,12195.59,63.11,769662.83,0.88,4.0,5.63,15.5,0.25,3.13,1.5,1.13,0.88,0.0,0.0,2.25,0.5,3.63,0.75,2.0,0.0,0.0,0.0,11.5,0.75,0.0,14
795050,activemq-artemis,2.6.3,False,0.0,0.0,6.0,0.0,0.0,22.0,-1.0,1.0,2.0,124.0,20.0,108.0,48.0,232.0,68.0,1412.29,22.5,31776.56,0.33,1.0,0.67,3.33,0.67,0.17,0.67,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,5.17,1.0,0.0,14
795051,activemq-artemis,2.6.3,False,0.0,0.0,1.0,0.0,1.0,20.0,-1.0,2.0,2.0,77.0,17.0,68.0,45.0,145.0,62.0,863.36,12.84,11089.36,2.0,1.5,2.5,6.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,15.0,1.5,0.0,14
795052,activemq-artemis,2.6.3,False,1.0,0.0,1.0,2.0,1.0,11.0,0.0,0.0,0.0,60.0,16.0,42.0,31.0,102.0,47.0,566.57,10.84,6140.87,0.5,1.5,0.5,4.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,5.5,0.5,0.0,14
795053,activemq-artemis,2.6.3,False,0.0,0.0,1.0,0.0,1.0,17.0,-1.0,2.0,2.0,74.0,14.0,61.0,44.0,135.0,58.0,790.83,9.7,7674.62,2.5,1.0,3.5,6.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,11.0,1.5,0.0,14
795054,activemq-artemis,2.6.3,False,1.0,0.0,1.0,0.0,2.0,30.0,0.0,2.0,3.0,170.0,25.0,129.0,65.0,299.0,90.0,1941.06,24.81,48153.32,3.5,3.5,5.0,12.0,1.0,1.0,1.5,0.0,2.0,0.0,0.0,1.5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,1.5,0.0,14
795055,activemq-artemis,2.6.3,False,3.0,0.0,2.0,3.0,0.0,39.0,0.6,0.0,0.0,289.0,27.0,214.0,88.0,503.0,115.0,3443.28,32.83,113041.37,1.0,2.2,2.2,6.8,0.2,1.4,0.4,0.2,0.4,0.0,0.0,1.2,0.0,2.2,0.0,1.0,0.0,0.0,0.0,13.0,0.4,0.0,14
795056,activemq-artemis,2.6.3,False,5.0,0.0,7.0,4.0,0.0,63.0,0.29,0.0,0.0,309.0,25.0,181.0,58.0,490.0,83.0,3123.77,39.01,121853.93,0.86,2.71,1.29,8.0,1.14,0.14,0.71,0.0,0.71,0.0,0.0,1.43,0.0,1.29,0.0,0.71,0.0,0.0,0.0,7.43,1.0,0.0,14
795057,activemq-artemis,2.6.3,False,0.0,0.0,4.0,0.0,1.0,23.0,-1.0,2.0,3.0,156.0,19.0,126.0,61.0,282.0,80.0,1782.78,19.62,34983.48,2.8,1.0,2.2,6.4,0.2,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,13.4,1.2,0.0,14
795058,activemq-artemis,2.6.3,False,0.0,0.0,4.0,0.0,1.0,22.0,-1.0,2.0,3.0,153.0,20.0,116.0,59.0,269.0,79.0,1695.72,19.66,33339.52,2.8,1.0,2.0,6.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,1.2,0.0,0.2,0.4,0.0,0.2,0.0,0.0,13.6,1.2,0.0,14
795059,activemq-artemis,2.6.3,False,0.0,0.0,6.0,0.0,0.0,22.0,-1.0,1.0,2.0,124.0,20.0,108.0,49.0,232.0,69.0,1417.18,22.04,31235.75,0.33,1.0,0.67,3.33,0.67,0.17,0.67,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,5.17,1.0,0.0,14
795060,activemq-artemis,2.6.3,False,1.0,0.0,6.0,0.0,1.0,38.0,0.43,2.0,3.0,230.0,26.0,163.0,71.0,393.0,97.0,2593.77,29.85,77411.12,2.0,1.29,1.43,7.71,0.29,0.29,0.86,0.0,0.14,0.0,0.0,1.29,0.0,0.43,0.14,0.14,0.14,0.0,0.0,11.0,1.14,0.0,14
795061,activemq-artemis,2.6.3,False,0.0,0.0,4.0,0.0,1.0,23.0,-1.0,2.0,2.0,164.0,20.0,135.0,62.0,299.0,82.0,1900.91,21.77,41390.74,2.8,1.0,2.2,6.4,0.2,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,13.8,1.2,0.0,14
795062,activemq-artemis,2.6.3,False,0.0,0.0,4.0,0.0,1.0,23.0,-1.0,2.0,3.0,175.0,21.0,134.0,69.0,309.0,90.0,2005.98,20.39,40904.6,2.8,1.0,3.4,6.4,0.2,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.4,0.4,0.0,0.2,0.0,0.0,13.2,1.2,0.0,14
795063,activemq-artemis,2.6.3,False,3.0,0.0,8.0,0.0,0.0,40.0,0.0,2.0,3.0,266.0,28.0,191.0,82.0,457.0,110.0,3099.08,32.61,101060.29,1.67,1.11,1.22,5.0,0.22,0.11,0.89,0.0,0.11,0.0,0.0,1.0,0.0,0.56,0.22,0.11,0.11,0.0,0.0,9.33,1.11,0.0,14
795064,activemq-artemis,2.6.3,False,0.0,0.0,6.0,0.0,0.0,22.0,-1.0,1.0,2.0,124.0,20.0,108.0,48.0,232.0,68.0,1412.29,22.5,31776.56,0.33,1.0,0.67,3.33,0.67,0.17,0.67,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,5.17,1.0,0.0,14
795065,activemq-artemis,2.6.3,False,11.0,0.0,22.0,2.0,0.0,150.0,0.32,0.0,0.0,755.0,39.0,442.0,123.0,1197.0,162.0,8785.8,70.07,615648.9,0.71,2.29,0.83,6.58,1.0,0.13,0.58,0.0,0.92,0.0,0.04,0.96,0.0,1.38,0.04,0.54,0.0,0.0,0.0,8.13,1.0,0.0,14
795066,activemq-artemis,2.6.3,False,6.0,0.0,12.0,0.0,0.0,159.0,0.3,2.0,4.0,1316.0,36.0,800.0,209.0,2116.0,245.0,16793.93,68.9,1157093.46,1.57,2.29,2.52,8.9,0.71,0.81,1.1,0.14,0.62,0.1,0.38,1.67,1.24,1.19,0.57,0.48,0.1,0.0,0.0,10.81,1.33,0.0,14
795067,activemq-artemis,2.6.3,False,0.0,0.0,4.0,0.0,1.0,23.0,-1.0,2.0,3.0,159.0,18.0,129.0,63.0,288.0,81.0,1825.88,18.43,33648.3,2.8,1.0,2.6,6.4,0.2,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,12.8,1.2,0.0,14
795068,activemq-artemis,2.6.3,False,1.0,0.0,2.0,0.0,0.0,14.0,0.0,1.0,2.0,116.0,21.0,115.0,68.0,231.0,89.0,1495.89,17.76,26563.13,2.0,1.5,2.5,5.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,9.5,1.0,0.0,14
795069,activemq-artemis,2.6.3,False,6.0,0.0,5.0,0.0,0.0,101.0,0.5,2.0,3.0,387.0,35.0,237.0,91.0,624.0,126.0,4353.82,45.58,198433.84,0.57,1.57,2.71,10.86,0.29,1.14,2.0,0.43,0.0,0.0,0.0,1.0,0.14,2.71,0.14,0.57,0.29,0.0,0.0,16.14,6.14,0.29,14
