,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
252915,cassandra,cassandra-0.6.1,False,8.0,6.0,2.0,0.0,0.0,42.0,1.0,18.0,2.0,266.0,21.0,196.0,74.0,462.0,95.0,3035.27,27.81,84413.41,1.0,1.33,3.67,6.0,0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.67,0.33,0.33,0.0,0.33,0.0,0.0,0.0,16.0,8.67,0.0,65
252916,cassandra,cassandra-0.6.1,False,0.0,0.0,2.0,0.0,0.0,20.0,-1.0,0.0,2.0,122.0,23.0,88.0,47.0,210.0,70.0,1287.15,21.53,27714.79,2.0,3.0,2.5,10.5,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.5,5.0,3.0,1.0,0.5,0.5,0.0,0.0,13.5,1.0,0.0,65
252917,cassandra,cassandra-0.6.1,False,10.0,10.0,4.0,0.0,0.0,69.0,0.4,5.0,3.0,421.0,28.0,304.0,74.0,725.0,102.0,4837.51,57.51,278222.1,2.0,3.75,3.75,13.5,1.0,3.0,2.75,0.0,1.5,0.5,0.25,0.0,0.0,5.5,0.0,0.75,0.0,0.0,0.0,20.0,4.75,0.0,65
252918,cassandra,cassandra-0.6.1,True,45.0,3.0,59.0,0.0,0.0,735.0,0.61,70.0,11.0,3773.0,46.0,2214.0,553.0,5987.0,599.0,55238.53,92.08,5086539.63,0.95,2.17,1.29,7.89,0.98,1.27,0.49,0.14,0.49,0.17,0.14,1.11,0.25,1.67,0.6,0.37,0.0,0.0,0.0,11.65,9.41,0.03,65
252919,cassandra,cassandra-0.6.1,True,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,1.0,0.0,3773.0,46.0,2214.0,553.0,5987.0,599.0,55238.53,92.08,5086539.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
252920,cassandra,cassandra-0.6.1,False,5.0,5.0,3.0,0.0,0.0,71.0,0.0,3.0,4.0,468.0,32.0,322.0,79.0,790.0,111.0,5367.59,65.22,350048.31,2.5,6.25,6.75,14.5,2.25,3.0,1.25,0.5,3.25,0.75,0.25,0.0,0.25,3.5,0.0,1.75,0.0,0.0,0.0,19.25,7.25,0.0,65
252921,cassandra,cassandra-0.6.1,True,0.0,0.0,3.0,0.0,0.0,23.0,-1.0,0.0,3.0,122.0,19.0,103.0,51.0,225.0,70.0,1379.09,19.19,26459.57,3.0,2.0,4.0,7.0,0.0,1.33,0.0,1.0,0.67,0.0,0.0,0.33,0.0,1.33,0.0,1.0,0.0,0.0,0.0,19.0,1.0,0.0,65
252922,cassandra,cassandra-0.6.1,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,21.0,8.0,19.0,13.0,40.0,21.0,175.69,5.85,1027.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
252923,cassandra,cassandra-0.6.1,False,7.0,6.0,5.0,0.0,0.0,33.0,0.4,2.0,8.0,475.0,30.0,354.0,89.0,829.0,119.0,5715.8,59.66,341021.56,2.33,1.0,1.33,3.67,0.67,0.67,2.0,0.0,0.0,0.0,0.0,2.33,0.0,0.67,0.67,0.0,0.0,0.0,0.0,10.33,3.67,0.0,65
252924,cassandra,cassandra-0.6.1,False,0.0,0.0,2.0,0.0,0.0,31.0,-1.0,1.0,5.0,475.0,30.0,354.0,89.0,829.0,119.0,5715.8,59.66,341021.56,5.33,2.33,4.33,9.67,0.67,3.67,1.67,0.33,0.67,0.0,0.0,0.0,1.0,4.33,0.33,1.0,0.0,0.0,0.0,16.67,3.33,0.0,65
252925,cassandra,cassandra-0.6.1,False,10.0,7.0,7.0,2.0,0.0,41.0,0.44,10.0,7.0,304.0,22.0,241.0,84.0,545.0,106.0,3666.72,31.56,115719.83,1.38,1.0,0.75,2.88,0.63,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,5.25,258.38,0.0,65
252926,cassandra,cassandra-0.6.1,False,1.0,0.0,2.0,2.0,0.0,16.0,0.0,1.0,1.0,304.0,22.0,241.0,84.0,545.0,106.0,3666.72,31.56,115719.83,2.0,1.0,3.0,4.5,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.5,1.0,0.0,65
252927,cassandra,cassandra-0.6.1,False,1.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,3.0,86.0,19.0,61.0,36.0,147.0,55.0,849.86,16.1,13680.38,5.0,2.0,5.0,12.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,65
252928,cassandra,cassandra-0.6.1,True,5.0,1.0,19.0,0.0,0.0,166.0,0.08,34.0,14.0,1163.0,41.0,798.0,177.0,1961.0,218.0,15233.41,92.42,1407928.5,1.91,2.14,2.73,6.82,0.45,0.59,1.23,0.32,0.77,0.0,0.05,0.55,0.09,0.82,0.23,0.77,0.0,0.0,0.0,8.73,2.82,0.0,65
252929,cassandra,cassandra-0.6.1,True,0.0,0.0,2.0,0.0,0.0,37.0,-1.0,0.0,2.0,1163.0,41.0,798.0,177.0,1961.0,218.0,15233.41,92.42,1407928.5,2.25,2.0,4.5,8.75,0.5,2.75,1.5,0.5,0.25,0.0,0.0,0.0,0.5,2.75,0.0,1.0,0.0,0.0,0.0,14.25,1.5,0.0,65
252930,cassandra,cassandra-0.6.1,False,1.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,3.0,88.0,18.0,66.0,36.0,154.0,54.0,886.25,16.5,14623.17,5.0,2.0,5.0,12.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,65
252931,cassandra,cassandra-0.6.1,False,9.0,0.0,5.0,0.0,1.0,81.0,0.0,0.0,5.0,421.0,31.0,293.0,108.0,714.0,139.0,5082.92,42.05,213741.66,2.33,1.33,3.44,9.0,0.33,0.67,1.0,0.11,0.0,0.11,0.0,0.33,0.11,1.0,0.44,0.44,0.22,0.0,0.0,10.56,1.22,0.33,65
252932,cassandra,cassandra-0.6.1,False,6.0,0.0,20.0,0.0,1.0,111.0,0.27,6.0,6.0,477.0,34.0,283.0,98.0,760.0,132.0,5353.74,49.09,262824.91,0.83,1.28,1.11,4.56,0.83,0.11,0.44,0.0,0.0,0.06,0.0,0.39,0.28,0.11,0.11,0.22,0.0,0.0,0.0,7.11,0.94,0.0,65
252933,cassandra,cassandra-0.6.1,False,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,0.0,0.0,21.0,8.0,19.0,13.0,40.0,21.0,175.69,5.85,1027.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
252934,cassandra,cassandra-0.6.1,False,0.0,0.0,4.0,0.0,0.0,48.0,-1.0,8.0,3.0,259.0,33.0,157.0,57.0,416.0,90.0,2700.61,45.45,122735.66,2.0,3.0,4.25,11.5,0.5,2.0,1.5,0.0,0.0,0.5,0.75,0.5,2.75,2.5,0.75,1.0,0.0,0.0,0.0,12.0,5.0,0.0,65
252935,cassandra,cassandra-0.6.1,False,10.0,2.0,31.0,0.0,1.0,397.0,0.15,18.0,11.0,1977.0,45.0,1275.0,314.0,3252.0,359.0,27602.46,91.36,2521800.8,2.76,2.0,4.62,11.38,0.79,1.93,1.24,0.34,0.21,0.1,0.28,0.69,0.79,2.34,0.93,0.55,0.24,0.0,0.0,19.97,1.62,0.34,65
252936,cassandra,cassandra-0.6.1,False,1.0,0.0,3.0,0.0,0.0,29.0,0.75,2.0,3.0,1977.0,45.0,1275.0,314.0,3252.0,359.0,27602.46,91.36,2521800.8,1.5,1.5,1.5,4.5,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,6.5,0.5,0.0,65
252937,cassandra,cassandra-0.6.1,False,2.0,0.0,5.0,0.0,0.0,25.0,0.33,1.0,1.0,1977.0,45.0,1275.0,314.0,3252.0,359.0,27602.46,91.36,2521800.8,1.0,1.6,0.6,3.2,0.6,0.0,0.4,0.0,0.6,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,5.4,0.8,0.0,65
252938,cassandra,cassandra-0.6.1,False,0.0,0.0,8.0,1.0,0.0,34.0,-1.0,1.0,0.0,46.0,9.0,20.0,18.0,66.0,27.0,313.82,5.0,1569.11,0.0,0.88,0.0,0.88,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.63,0.88,0.0,65
252939,cassandra,cassandra-0.6.1,False,4.0,4.0,0.0,0.0,0.0,6.0,-1.0,2.0,0.0,27.0,9.0,18.0,14.0,45.0,23.0,203.56,5.79,1177.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
252940,cassandra,cassandra-0.6.1,False,5.0,3.0,8.0,0.0,0.0,43.0,0.25,24.0,2.0,272.0,26.0,186.0,62.0,458.0,88.0,2958.42,39.0,115378.37,1.29,1.43,1.0,3.57,1.43,0.14,0.57,0.0,0.43,0.0,0.0,0.43,0.0,0.14,0.14,0.14,0.0,0.0,0.0,4.57,2.14,0.0,65
252941,cassandra,cassandra-0.6.1,False,0.0,0.0,2.0,0.0,0.0,9.0,-1.0,0.0,3.0,272.0,26.0,186.0,62.0,458.0,88.0,2958.42,39.0,115378.37,4.0,1.0,3.0,3.5,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,65
252942,cassandra,cassandra-0.6.1,True,6.0,2.0,3.0,0.0,0.0,135.0,0.0,2.0,12.0,857.0,43.0,565.0,163.0,1422.0,206.0,10930.2,74.52,814568.41,5.63,4.63,7.5,14.5,0.63,3.0,1.63,1.25,0.75,0.25,0.13,1.0,0.5,3.25,0.38,1.75,0.13,0.0,0.0,26.0,7.75,0.63,65
252943,cassandra,cassandra-0.6.1,False,2.0,2.0,16.0,2.0,0.0,20.0,-1.0,26.0,2.0,110.0,17.0,61.0,43.0,171.0,60.0,1010.08,12.06,12179.66,0.5,1.0,0.0,1.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,1.0,0.0,65
252944,cassandra,cassandra-0.6.1,False,0.0,0.0,4.0,2.0,0.0,6.0,-1.0,0.0,1.0,31.0,9.0,22.0,17.0,53.0,26.0,249.12,5.82,1450.78,0.5,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,1.0,0.0,65
252945,cassandra,cassandra-0.6.1,False,0.0,0.0,1.0,2.0,0.0,3.0,-1.0,1.0,0.0,23.0,9.0,25.0,18.0,48.0,27.0,228.23,6.25,1426.47,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,65
252946,cassandra,cassandra-0.6.1,False,4.0,0.0,7.0,0.0,0.0,31.0,0.57,6.0,2.0,255.0,24.0,181.0,60.0,436.0,84.0,2787.05,36.2,100891.22,0.6,1.0,0.0,3.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,4.4,2.4,0.0,65
252947,cassandra,cassandra-0.6.1,False,0.0,0.0,2.0,0.0,0.0,23.0,-1.0,0.0,2.0,255.0,24.0,181.0,60.0,436.0,84.0,2787.05,36.2,100891.22,3.5,3.0,7.0,10.5,0.5,2.5,1.5,0.0,0.5,0.0,0.0,0.0,0.5,3.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,65
252948,cassandra,cassandra-0.6.1,False,4.0,2.0,2.0,0.0,0.0,17.0,0.67,9.0,1.0,156.0,23.0,112.0,42.0,268.0,65.0,1613.99,30.67,49495.83,1.0,1.5,0.0,4.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.5,0.0,65
252949,cassandra,cassandra-0.6.1,False,0.0,0.0,2.0,0.0,0.0,9.0,-1.0,0.0,2.0,156.0,23.0,112.0,42.0,268.0,65.0,1613.99,30.67,49495.83,3.0,1.0,3.0,3.5,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.0,0.0,65
252950,cassandra,cassandra-0.6.1,False,1.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,6.0,267.0,27.0,181.0,82.0,448.0,109.0,3032.15,29.8,90354.27,9.0,7.0,23.0,30.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,10.0,3.0,4.0,0.0,0.0,0.0,35.0,1.0,4.0,65
252951,cassandra,cassandra-0.6.1,False,1.0,1.0,5.0,0.0,1.0,22.0,0.0,1.0,4.0,347.0,27.0,227.0,76.0,574.0,103.0,3838.05,40.32,154759.32,2.67,1.0,1.0,3.0,0.67,0.0,1.67,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,10.33,1.0,0.0,65
252952,cassandra,cassandra-0.6.1,False,0.0,0.0,2.0,0.0,1.0,29.0,-1.0,0.0,4.0,347.0,27.0,227.0,76.0,574.0,103.0,3838.05,40.32,154759.32,4.5,2.5,7.0,13.5,0.5,4.5,1.5,1.0,0.0,0.0,0.0,0.0,1.0,4.5,0.0,1.5,0.0,0.0,0.0,20.5,1.0,0.0,65
252953,cassandra,cassandra-0.6.1,False,4.0,4.0,5.0,0.0,1.0,26.0,0.0,1.0,4.0,354.0,21.0,237.0,64.0,591.0,85.0,3787.95,38.88,147286.15,2.33,1.0,1.0,4.33,0.67,0.0,2.67,0.0,0.0,0.0,0.0,2.67,0.0,1.33,0.67,0.0,0.0,0.0,0.0,10.67,1.0,0.0,65
252954,cassandra,cassandra-0.6.1,False,0.0,0.0,2.0,0.0,1.0,19.0,-1.0,0.0,4.0,354.0,21.0,237.0,64.0,591.0,85.0,3787.95,38.88,147286.15,4.0,1.0,6.0,8.5,0.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,65
252955,cassandra,cassandra-0.6.1,False,5.0,0.0,24.0,0.0,1.0,160.0,0.2,11.0,6.0,984.0,41.0,575.0,145.0,1559.0,186.0,11753.55,81.29,955482.44,1.35,1.96,2.7,6.09,0.7,0.52,0.52,0.26,0.26,0.04,0.13,0.35,0.17,0.74,0.09,0.52,0.0,0.0,0.0,8.22,1.39,0.0,65
252956,cassandra,cassandra-0.6.1,False,1.0,0.0,4.0,0.0,0.0,40.0,0.5,0.0,5.0,984.0,41.0,575.0,145.0,1559.0,186.0,11753.55,81.29,955482.44,3.33,2.67,5.67,11.33,0.67,2.67,1.0,0.67,0.33,0.33,0.0,0.33,0.67,2.67,0.33,1.0,0.0,0.0,0.0,11.67,1.0,0.0,65
252957,cassandra,cassandra-0.6.1,False,12.0,1.0,9.0,0.0,0.0,156.0,0.18,2.0,13.0,912.0,35.0,605.0,133.0,1517.0,168.0,11214.15,79.61,892705.01,5.33,2.58,6.08,13.08,0.67,2.92,0.75,0.0,0.83,0.58,0.25,0.58,0.75,3.58,0.83,0.75,0.0,0.0,0.0,19.0,19.75,0.42,65
252958,cassandra,cassandra-0.6.1,False,3.0,0.0,4.0,0.0,0.0,22.0,0.0,1.0,1.0,912.0,35.0,605.0,133.0,1517.0,168.0,11214.15,79.61,892705.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
252959,cassandra,cassandra-0.6.1,False,15.0,2.0,27.0,0.0,0.0,291.0,0.11,43.0,12.0,1378.0,35.0,890.0,246.0,2268.0,281.0,18448.88,63.31,1168054.02,2.0,2.43,3.67,8.73,0.63,1.17,0.93,0.47,0.47,0.3,0.07,0.3,0.13,1.4,0.27,1.13,0.07,0.0,0.0,13.97,2.17,0.07,65
252960,cassandra,cassandra-0.6.1,False,4.0,0.0,8.0,0.0,0.0,60.0,0.15,1.0,1.0,1378.0,35.0,890.0,246.0,2268.0,281.0,18448.88,63.31,1168054.02,0.43,1.0,1.0,3.0,0.86,0.0,0.57,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.14,0.0,0.0,0.0,0.0,5.0,2.86,0.0,65
252961,cassandra,cassandra-0.6.1,False,13.0,0.0,18.0,0.0,1.0,168.0,0.11,3.0,12.0,909.0,37.0,576.0,188.0,1485.0,225.0,11603.47,56.68,657694.28,2.19,1.81,2.78,6.37,0.96,0.63,0.59,0.11,0.26,0.0,0.15,0.37,0.33,0.78,0.22,0.3,0.11,0.0,0.0,9.59,1.04,0.07,65
252962,cassandra,cassandra-0.6.1,False,1.0,1.0,4.0,0.0,0.0,28.0,0.5,3.0,4.0,195.0,25.0,135.0,57.0,330.0,82.0,2097.99,29.61,62111.61,2.0,1.33,1.67,5.33,0.67,1.67,0.67,0.33,0.0,0.0,0.0,1.0,0.33,2.0,0.67,0.33,0.0,0.0,0.0,8.67,3.67,0.0,65
252963,cassandra,cassandra-0.6.1,False,4.0,0.0,1.0,0.0,0.0,48.0,0.0,1.0,12.0,365.0,29.0,254.0,101.0,619.0,130.0,4346.85,36.47,158509.23,15.0,9.0,29.0,40.0,0.0,9.0,1.0,0.0,2.0,1.0,0.0,5.0,3.0,12.0,2.0,3.0,0.0,0.0,0.0,37.0,1.0,2.0,65
252964,cassandra,cassandra-0.6.1,False,2.0,0.0,0.0,0.0,0.0,4.0,-1.0,1.0,1.0,365.0,29.0,254.0,101.0,619.0,130.0,4346.85,36.47,158509.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
252965,cassandra,cassandra-0.6.1,False,3.0,1.0,4.0,0.0,0.0,25.0,0.67,6.0,5.0,188.0,19.0,147.0,55.0,335.0,74.0,2080.17,25.39,52817.33,1.33,1.0,0.33,3.0,0.67,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,6.0,3.33,0.0,65
252966,cassandra,cassandra-0.6.1,False,0.0,0.0,2.0,0.0,0.0,9.0,-1.0,0.0,2.0,188.0,19.0,147.0,55.0,335.0,74.0,2080.17,25.39,52817.33,3.0,1.0,2.5,3.5,0.5,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,65
252967,cassandra,cassandra-0.6.1,False,9.0,0.0,36.0,0.0,1.0,239.0,0.12,50.0,10.0,1149.0,37.0,671.0,158.0,1820.0,195.0,13845.34,78.57,1087779.38,1.75,1.96,2.52,6.17,0.83,0.62,1.04,0.17,0.44,0.02,0.17,0.17,0.1,0.85,0.02,0.69,0.0,0.0,0.0,7.62,2.33,0.0,65
252968,cassandra,cassandra-0.6.1,False,0.0,0.0,7.0,0.0,0.0,79.0,-1.0,1.0,5.0,389.0,29.0,274.0,89.0,663.0,118.0,4563.19,44.64,203702.96,2.27,1.82,3.64,7.73,0.91,0.91,2.36,0.18,0.09,0.27,0.0,0.36,0.09,0.91,0.09,0.64,0.0,0.0,0.0,14.64,1.18,0.0,65
252969,cassandra,cassandra-0.6.1,True,21.0,1.0,52.0,0.0,1.0,663.0,0.17,27.0,18.0,3290.0,50.0,1975.0,505.0,5265.0,555.0,47997.55,97.77,4692829.86,2.5,2.29,3.72,8.27,1.05,1.2,0.9,0.26,0.43,0.16,0.15,0.16,0.45,1.56,0.2,0.65,0.05,0.0,0.0,14.13,1.65,0.06,65
252970,cassandra,cassandra-0.6.1,False,0.0,0.0,20.0,1.0,0.0,91.0,-1.0,2.0,0.0,112.0,11.0,40.0,37.0,152.0,48.0,848.91,5.95,5047.6,0.0,0.95,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,0.95,0.0,65
252971,cassandra,cassandra-0.6.1,False,0.0,0.0,1.0,0.0,0.0,87.0,-1.0,2.0,8.0,387.0,28.0,270.0,80.0,657.0,108.0,4437.96,47.25,209693.66,4.33,5.33,10.0,21.67,0.67,5.0,2.0,1.67,0.67,0.33,0.0,0.0,3.33,7.67,1.33,2.0,0.0,0.0,0.0,38.67,9.67,0.0,65
252972,cassandra,cassandra-0.6.1,False,4.0,0.0,8.0,0.0,0.0,42.0,0.38,3.0,4.0,189.0,17.0,148.0,50.0,337.0,67.0,2044.27,25.16,51433.88,1.0,1.0,1.71,4.14,0.86,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,6.86,3.29,0.0,65
252973,cassandra,cassandra-0.6.1,False,0.0,0.0,2.0,0.0,0.0,13.0,-1.0,1.0,1.0,189.0,17.0,148.0,50.0,337.0,67.0,2044.27,25.16,51433.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
252974,cassandra,cassandra-0.6.1,False,0.0,0.0,1.0,0.0,0.0,22.0,-1.0,0.0,3.0,185.0,14.0,119.0,49.0,304.0,63.0,1817.09,17.0,30890.58,7.0,1.0,10.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,65
252975,cassandra,cassandra-0.6.1,False,0.0,0.0,1.0,0.0,0.0,19.0,-1.0,0.0,4.0,190.0,15.0,123.0,57.0,313.0,72.0,1931.19,16.18,31254.73,7.0,1.0,12.0,17.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,65
