,Project,Version,Bugged,NumberOfFields,NumberOfPublicFields,NumberOfPublicMethods_Designite,NumberOfChildren,DepthOfInheritance,LOCClass,LCOM,FANIN,FANOUT,TotalNumberOfOperators,NumberOfDistinctOperators,TotalNumberOfOperands,NumberOfDistinctOperands,Length,Vocabulary,Volume,Difficulty,Effort,CBO,WMC_CK,RFC,LOCMethod_CK,Returns,NumberOfVariables,NumberOfParameters_CK,NumberOfLoops,NumberOfComparisons,NumberOfTryCatch,NumberOfParenthesizedExps,NumberOfStringLiterals,NumberOfNumbers,NumberOfAssignments,NumberOfMathOperations,MaxNumberOfNestedBlocks,NumberOfAnonymousClasses,NumberOfInnerClasses,NumberOfLambdas,NumberOfUniqueWords,NumberOfModifiers,NumberOfLogStatements,index
7038,camel,camel-2.0.0,False,0.0,0.0,2.0,0.0,0.0,12.0,-1.0,0.0,2.0,40.0,13.0,34.0,22.0,74.0,35.0,379.57,10.05,3812.92,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,58
7039,camel,camel-2.0.0,False,0.0,0.0,1.0,0.0,1.0,18.0,-1.0,0.0,1.0,76.0,17.0,47.0,31.0,123.0,48.0,686.95,12.89,8852.8,4.0,1.0,3.0,10.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,11.5,2.5,0.0,58
7040,camel,camel-2.0.0,False,0.0,0.0,4.0,0.0,0.0,36.0,-1.0,0.0,2.0,223.0,21.0,163.0,72.0,386.0,93.0,2524.12,23.77,60000.32,2.33,1.0,2.17,6.0,0.33,0.83,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.83,0.0,0.0,0.17,0.0,0.0,9.17,2.0,0.0,58
7041,camel,camel-2.0.0,False,0.0,0.0,4.0,0.0,0.0,35.0,-1.0,0.0,3.0,239.0,20.0,180.0,73.0,419.0,93.0,2739.91,24.66,67559.36,2.67,1.0,2.5,5.83,0.5,0.67,0.17,0.0,0.0,0.0,0.0,1.83,0.67,0.67,0.0,0.0,0.17,0.0,0.0,9.0,2.0,0.0,58
7042,camel,camel-2.0.0,False,0.0,0.0,1.0,0.0,0.0,6.0,-1.0,0.0,0.0,239.0,20.0,180.0,73.0,419.0,93.0,2739.91,24.66,67559.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
7043,camel,camel-2.0.0,False,2.0,0.0,5.0,0.0,0.0,56.0,0.43,0.0,3.0,262.0,19.0,179.0,83.0,441.0,102.0,2942.54,20.49,60286.61,3.0,1.0,3.0,5.71,0.29,0.57,0.14,0.0,0.0,0.0,0.0,1.57,0.14,0.71,0.0,0.0,0.14,0.0,0.0,12.86,1.57,0.0,58
7044,camel,camel-2.0.0,False,0.0,0.0,1.0,0.0,0.0,14.0,-1.0,0.0,1.0,262.0,19.0,179.0,83.0,441.0,102.0,2942.54,20.49,60286.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
7045,camel,camel-2.0.0,True,0.0,0.0,3.0,1.0,0.0,33.0,-1.0,0.0,4.0,201.0,18.0,151.0,69.0,352.0,87.0,2267.92,19.7,44668.09,3.25,1.0,5.25,8.0,0.25,1.5,0.0,0.0,0.0,0.0,0.0,1.75,1.0,1.5,0.0,0.0,0.25,0.0,0.0,12.25,1.75,0.0,58
7046,camel,camel-2.0.0,False,0.0,0.0,2.0,0.0,0.0,19.0,-1.0,0.0,1.0,93.0,17.0,71.0,42.0,164.0,59.0,964.75,14.37,13862.59,2.33,1.0,2.0,5.67,0.33,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.33,0.0,0.0,0.33,0.0,0.0,8.33,2.0,0.0,58
7047,camel,camel-2.0.0,False,0.0,0.0,1.0,0.0,0.0,13.0,-1.0,0.0,0.0,40.0,12.0,35.0,28.0,75.0,40.0,399.14,7.5,2993.58,3.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,58
7048,camel,camel-2.0.0,False,1.0,0.0,2.0,0.0,0.0,31.0,1.0,0.0,1.0,204.0,29.0,195.0,117.0,399.0,146.0,2868.74,24.17,69327.88,3.33,1.33,4.0,9.33,0.33,2.33,0.0,0.33,0.0,0.0,0.0,4.33,0.67,2.33,1.0,0.33,0.33,0.0,0.0,27.0,2.0,0.33,58
7049,camel,camel-2.0.0,False,0.0,0.0,1.0,0.0,0.0,23.0,-1.0,0.0,2.0,165.0,26.0,133.0,67.0,298.0,93.0,1948.67,25.81,50287.3,6.0,3.0,12.0,18.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,7.0,1.0,2.0,0.0,0.0,0.0,19.0,1.0,0.0,58
7050,camel,camel-2.0.0,False,0.0,0.0,0.0,0.0,0.0,14.0,-1.0,2.0,1.0,13.0,8.0,16.0,14.0,29.0,22.0,129.32,4.57,591.19,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,58
7051,camel,camel-2.0.0,False,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,3.0,0.0,27.0,10.0,36.0,24.0,63.0,34.0,320.51,7.5,2403.83,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1028.0,0.0,58
7052,camel,camel-2.0.0,True,6.0,0.0,22.0,0.0,0.0,122.0,0.35,8.0,6.0,334.0,23.0,223.0,74.0,557.0,97.0,3676.15,34.66,127398.52,0.95,1.09,0.45,3.32,0.45,0.09,1.0,0.0,0.0,0.0,0.0,0.14,0.0,0.45,0.05,0.09,0.0,0.0,0.0,8.82,187.73,0.0,58
7053,camel,camel-2.0.0,False,3.0,0.0,2.0,0.0,1.0,37.0,0.0,0.0,4.0,139.0,21.0,101.0,47.0,240.0,68.0,1460.99,22.56,32965.55,0.8,1.4,0.2,2.4,0.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,5.8,617.4,0.0,58
7054,camel,camel-2.0.0,False,2.0,1.0,1.0,1.0,0.0,16.0,0.0,1.0,3.0,70.0,16.0,63.0,34.0,133.0,50.0,750.63,14.82,11127.03,2.5,1.0,2.0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6.0,516.0,0.0,58
7055,camel,camel-2.0.0,False,4.0,0.0,13.0,0.0,0.0,70.0,0.46,4.0,6.0,221.0,20.0,142.0,54.0,363.0,74.0,2254.03,26.3,59272.68,1.73,1.09,0.36,4.45,1.0,0.09,0.36,0.0,0.09,0.0,0.0,0.09,0.0,0.18,0.09,0.09,0.18,0.0,0.0,6.91,1.0,0.0,58
7056,camel,camel-2.0.0,False,3.0,0.0,10.0,0.0,0.0,47.0,0.2,2.0,6.0,183.0,18.0,135.0,41.0,318.0,59.0,1870.68,29.63,55436.02,2.09,1.18,0.91,3.55,1.0,0.27,1.0,0.0,0.18,0.0,0.0,0.0,0.0,0.27,0.0,0.18,0.0,0.0,0.0,7.45,187.18,0.0,58
7057,camel,camel-2.0.0,False,9.0,0.0,15.0,0.0,0.0,128.0,0.14,2.0,10.0,593.0,30.0,385.0,111.0,978.0,141.0,6982.48,52.03,363277.74,1.95,1.29,2.0,5.24,0.81,0.43,0.52,0.05,0.1,0.0,0.0,0.33,0.1,0.71,0.1,0.19,0.05,0.0,0.0,7.81,1.57,0.0,58
7058,camel,camel-2.0.0,False,2.0,0.0,3.0,1.0,0.0,39.0,0.67,0.0,3.0,293.0,23.0,193.0,94.0,486.0,117.0,3339.0,23.61,78839.41,4.0,1.0,4.67,6.17,0.5,0.83,0.0,0.0,0.0,0.0,0.0,2.5,0.83,1.0,0.0,0.0,0.17,0.0,0.0,11.33,2.5,0.0,58
7059,camel,camel-2.0.0,False,0.0,0.0,3.0,0.0,2.0,27.0,-1.0,0.0,0.0,103.0,13.0,76.0,47.0,179.0,60.0,1057.33,10.51,11113.25,1.67,1.0,2.67,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,1.33,1.33,0.0,0.0,0.33,0.0,0.0,8.0,1.0,0.0,58
7060,camel,camel-2.0.0,False,0.0,0.0,1.0,1.0,1.0,32.0,-1.0,0.0,0.0,195.0,19.0,100.0,44.0,295.0,63.0,1763.3,21.59,38071.2,2.75,1.0,2.25,8.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,2.0,0.25,0.5,0.0,0.0,0.5,0.0,0.0,13.0,3.25,0.0,58
7061,camel,camel-2.0.0,False,1.0,0.0,3.0,3.0,0.0,16.0,0.0,0.0,0.0,55.0,17.0,32.0,22.0,87.0,39.0,459.83,12.36,5685.17,0.67,1.0,0.67,3.0,0.67,0.0,0.33,0.0,0.0,0.0,0.0,0.67,0.0,0.33,0.33,0.0,0.0,0.0,0.0,4.33,1.0,0.0,58
7062,camel,camel-2.0.0,False,2.0,0.0,6.0,1.0,1.0,25.0,0.33,0.0,0.0,83.0,14.0,62.0,32.0,145.0,46.0,800.92,13.56,10862.43,0.67,1.33,0.0,3.0,0.67,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,4.67,1.0,0.0,58
7063,camel,camel-2.0.0,False,2.0,0.0,6.0,0.0,1.0,25.0,0.33,3.0,1.0,129.0,18.0,92.0,49.0,221.0,67.0,1340.61,16.9,22653.5,1.0,1.0,0.5,3.0,0.67,0.0,0.33,0.0,0.0,0.0,0.0,0.5,0.0,0.33,0.17,0.0,0.0,0.0,0.0,3.83,1.0,0.0,58
7064,camel,camel-2.0.0,False,7.0,0.0,18.0,0.0,2.0,126.0,0.14,10.0,5.0,499.0,29.0,305.0,119.0,804.0,148.0,5796.4,37.16,215416.65,1.27,1.45,1.5,4.59,0.55,0.18,0.59,0.0,0.23,0.0,0.0,0.27,0.14,0.5,0.14,0.32,0.0,0.0,0.0,8.18,3.0,0.09,58
7065,camel,camel-2.0.0,False,2.0,0.0,5.0,0.0,1.0,38.0,0.0,6.0,2.0,215.0,25.0,153.0,74.0,368.0,99.0,2439.6,25.84,63050.56,1.4,1.4,2.6,6.2,1.2,0.6,1.0,0.0,0.2,0.0,0.0,0.8,0.2,1.0,0.2,0.4,0.0,0.0,0.0,8.0,4.2,0.2,58
7066,camel,camel-2.0.0,False,6.0,0.0,16.0,0.0,0.0,79.0,0.29,8.0,3.0,328.0,27.0,221.0,87.0,549.0,114.0,3751.26,34.29,128642.23,1.19,1.31,0.5,3.69,0.75,0.06,0.44,0.06,0.19,0.0,0.0,0.19,0.0,0.44,0.06,0.19,0.0,0.0,0.0,5.75,1.19,0.0,58
7067,camel,camel-2.0.0,False,8.0,0.0,5.0,0.0,0.0,93.0,0.0,1.0,2.0,426.0,31.0,283.0,116.0,709.0,147.0,5104.57,37.81,193027.47,2.0,2.25,2.88,12.13,0.13,0.63,0.88,0.25,0.13,0.38,0.0,1.63,0.13,1.38,1.25,1.0,0.25,0.0,0.0,14.88,2.5,1.0,58
7068,camel,camel-2.0.0,False,5.0,0.0,14.0,0.0,0.0,60.0,0.0,1.0,5.0,189.0,14.0,122.0,33.0,311.0,47.0,1727.48,25.88,44705.01,1.53,1.0,0.4,3.13,0.47,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,6.6,1.0,0.0,58
7069,camel,camel-2.0.0,False,6.0,0.0,4.0,1.0,0.0,102.0,0.0,1.0,2.0,437.0,35.0,300.0,107.0,737.0,142.0,5269.36,49.07,258543.54,2.11,1.89,1.67,6.67,0.56,0.89,1.11,0.0,0.33,0.11,0.0,0.44,0.22,1.33,0.22,0.67,0.0,0.0,0.0,10.11,344.33,0.22,58
7070,camel,camel-2.0.0,False,1.0,0.0,2.0,0.0,2.0,22.0,1.0,0.0,5.0,155.0,21.0,140.0,54.0,295.0,75.0,1837.5,27.22,50020.87,5.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,58
7071,camel,camel-2.0.0,False,7.0,0.0,12.0,1.0,1.0,126.0,0.1,0.0,6.0,553.0,30.0,348.0,131.0,901.0,161.0,6605.16,39.85,263197.82,2.0,1.28,1.94,5.33,0.67,0.28,1.11,0.0,0.06,0.11,0.0,0.56,0.06,0.72,0.17,0.33,0.0,0.0,0.0,9.11,2.33,0.11,58
7072,camel,camel-2.0.0,False,1.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,2.0,47.0,16.0,42.0,23.0,89.0,39.0,470.4,14.61,6871.94,2.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,58
7073,camel,camel-2.0.0,False,7.0,0.0,10.0,0.0,0.0,58.0,0.33,7.0,8.0,239.0,21.0,178.0,62.0,417.0,83.0,2658.39,30.15,80137.64,1.18,1.18,0.73,3.55,0.27,0.0,0.64,0.18,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.18,0.0,0.0,0.0,5.18,1.55,0.0,58
7074,camel,camel-2.0.0,False,2.0,0.0,5.0,0.0,0.0,32.0,0.29,4.0,5.0,137.0,19.0,111.0,40.0,248.0,59.0,1458.9,26.36,38460.13,1.43,1.29,0.57,3.57,0.29,0.0,0.57,0.29,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.29,0.0,0.0,0.0,4.71,1.86,0.0,58
7075,camel,camel-2.0.0,False,7.0,0.0,10.0,0.0,0.0,105.0,0.21,2.0,9.0,474.0,28.0,338.0,103.0,812.0,131.0,5711.14,45.94,262379.73,2.59,1.65,2.12,5.82,0.82,0.71,0.76,0.0,0.47,0.0,0.0,0.12,0.18,1.24,0.12,0.41,0.0,0.0,0.0,9.24,1.71,0.06,58
7076,camel,camel-2.0.0,False,0.0,0.0,3.0,0.0,0.0,16.0,-1.0,1.0,2.0,91.0,16.0,90.0,44.0,181.0,60.0,1069.15,16.36,17495.14,2.33,1.0,1.33,3.67,0.33,0.33,1.33,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,5.67,1.0,0.0,58
7077,camel,camel-2.0.0,False,0.0,0.0,4.0,0.0,0.0,27.0,-1.0,1.0,2.0,160.0,17.0,147.0,56.0,307.0,73.0,1900.28,22.31,42399.91,3.0,1.0,4.0,6.6,1.0,3.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,14.8,1.0,0.0,58
7078,camel,camel-2.0.0,False,1.0,0.0,3.0,0.0,0.0,22.0,0.0,0.0,0.0,87.0,16.0,65.0,29.0,152.0,45.0,834.76,17.93,14968.14,2.0,2.0,1.5,6.0,1.0,0.5,1.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.5,1.0,0.0,58
7079,camel,camel-2.0.0,False,0.0,0.0,4.0,0.0,0.0,27.0,-1.0,1.0,2.0,160.0,17.0,147.0,56.0,307.0,73.0,1900.28,22.31,42399.91,3.0,1.0,4.0,6.6,1.0,3.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,13.8,1.0,0.0,58
7080,camel,camel-2.0.0,False,3.0,0.0,3.0,0.0,0.0,69.0,0.5,3.0,3.0,371.0,25.0,262.0,111.0,633.0,136.0,4486.36,29.5,132367.95,1.71,2.29,3.57,7.71,0.71,1.29,0.14,0.29,0.71,0.0,0.0,0.43,0.0,1.71,0.0,1.0,0.0,0.0,0.0,11.14,5.43,0.14,58
7081,camel,camel-2.0.0,False,0.0,0.0,0.0,2.0,0.0,13.0,-1.0,0.0,5.0,93.0,11.0,71.0,27.0,164.0,38.0,860.66,14.46,12447.7,8.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,58
7082,camel,camel-2.0.0,False,1.0,0.0,2.0,4.0,1.0,16.0,0.67,0.0,1.0,77.0,15.0,67.0,30.0,144.0,45.0,790.83,16.75,13246.35,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,58
7083,camel,camel-2.0.0,False,1.0,0.0,2.0,1.0,1.0,24.0,0.0,0.0,1.0,110.0,17.0,101.0,34.0,211.0,51.0,1196.88,25.25,30221.26,0.0,2.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,58
7084,camel,camel-2.0.0,False,1.0,0.0,15.0,0.0,0.0,75.0,0.78,2.0,7.0,391.0,26.0,303.0,91.0,694.0,117.0,4768.03,43.29,206387.72,1.76,1.18,1.06,3.82,0.24,0.12,0.71,0.06,0.0,0.06,0.0,0.0,0.0,0.12,0.0,0.18,0.0,0.0,0.0,5.59,1.53,0.0,58
7085,camel,camel-2.0.0,False,2.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,1.0,64.0,14.0,55.0,26.0,119.0,40.0,633.31,14.81,9377.85,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,58
7086,camel,camel-2.0.0,False,2.0,0.0,3.0,0.0,0.0,18.0,0.0,1.0,0.0,80.0,18.0,58.0,30.0,138.0,48.0,770.72,17.4,13410.61,1.0,1.0,1.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.5,1.0,0.0,58
7087,camel,camel-2.0.0,False,2.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,55.0,13.0,37.0,22.0,92.0,35.0,471.89,10.93,5158.66,0.67,1.0,0.67,3.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,3.67,1.0,0.0,58
7088,camel,camel-2.0.0,False,0.0,0.0,1.0,0.0,0.0,9.0,-1.0,0.0,0.0,49.0,12.0,29.0,20.0,78.0,32.0,390.0,8.7,3393.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,58
7089,camel,camel-2.0.0,False,0.0,0.0,2.0,0.0,0.0,20.0,-1.0,0.0,2.0,141.0,19.0,117.0,58.0,258.0,77.0,1616.83,19.16,30984.61,3.0,1.0,2.33,4.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,1.0,0.33,0.0,0.0,0.0,0.0,7.67,2.0,0.0,58
7090,camel,camel-2.0.0,False,0.0,0.0,0.0,0.0,2.0,5.0,-1.0,0.0,0.0,141.0,19.0,117.0,58.0,258.0,77.0,1616.83,19.16,30984.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
7091,camel,camel-2.0.0,False,0.0,0.0,1.0,0.0,0.0,26.0,-1.0,0.0,5.0,202.0,17.0,170.0,72.0,372.0,89.0,2408.97,20.07,48346.75,6.0,1.0,5.5,9.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,14.5,0.5,0.0,58
7092,camel,camel-2.0.0,False,0.0,0.0,0.0,0.0,2.0,5.0,-1.0,0.0,0.0,202.0,17.0,170.0,72.0,372.0,89.0,2408.97,20.07,48346.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
7093,camel,camel-2.0.0,False,0.0,0.0,1.0,0.0,0.0,10.0,-1.0,0.0,1.0,45.0,12.0,40.0,27.0,85.0,39.0,449.26,8.89,3993.42,6.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,58
7094,camel,camel-2.0.0,False,1.0,0.0,1.0,0.0,0.0,25.0,1.0,0.0,3.0,157.0,18.0,122.0,64.0,279.0,82.0,1773.76,17.16,30431.02,3.33,1.0,3.0,4.67,0.33,0.67,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,58
7095,camel,camel-2.0.0,False,0.0,0.0,0.0,0.0,2.0,9.0,-1.0,0.0,1.0,157.0,18.0,122.0,64.0,279.0,82.0,1773.76,17.16,30431.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
7096,camel,camel-2.0.0,False,1.0,0.0,0.0,0.0,0.0,3.0,-1.0,2.0,1.0,157.0,18.0,122.0,64.0,279.0,82.0,1773.76,17.16,30431.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
7097,camel,camel-2.0.0,False,0.0,0.0,1.0,0.0,0.0,24.0,-1.0,0.0,3.0,193.0,21.0,161.0,73.0,354.0,94.0,2320.32,23.16,53732.99,4.5,1.0,5.5,8.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.5,0.0,0.0,0.0,0.0,12.5,2.5,0.0,58
7098,camel,camel-2.0.0,False,0.0,0.0,0.0,0.0,2.0,5.0,-1.0,0.0,0.0,193.0,21.0,161.0,73.0,354.0,94.0,2320.32,23.16,53732.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
7099,camel,camel-2.0.0,False,1.0,0.0,4.0,0.0,0.0,34.0,0.5,6.0,4.0,156.0,19.0,124.0,58.0,280.0,77.0,1754.7,20.31,35638.57,3.67,1.0,4.33,6.33,0.0,1.33,0.67,0.0,0.0,0.0,0.0,1.33,0.33,1.67,0.33,0.0,0.0,0.0,0.0,16.33,3.67,0.0,58
